BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2013;040780405;040000168;M1180;2;;2
SSR_P;2013;040780405;040000168;N241P;8;;8
SSR_P;2013;040780405;040000168;N2430;;1;0.5
SSR_P;2013;040780405;040000168;N2460;2;;2
SSR_P;2013;040780405;040000168;N2500;13;2;13.4
SSR_P;2013;040780405;040000168;N2710;;1;0.2
SSR_P;2013;040780405;040000168;N310H;1;1;1.5
SSR_P;2013;040780405;040000168;N3120;;1;0.5
SSR_P;2013;040780405;040000168;NCINF;9;1;9.5
SSR_P;2013;040780405;040000168;M9999;2;1;2.5
SSR_P;2013;040780488;040000200;M1010;1;1;1.89
SSR_P;2013;040780488;040000200;M1180;1;;1
SSR_P;2013;040780488;040000200;MAUT;;1;0.11
SSR_P;2013;040780488;040000200;N241P;10;;10
SSR_P;2013;040780488;040000200;N2430;;1;0.5
SSR_P;2013;040780488;040000200;N2450;;1;0.91
SSR_P;2013;040780488;040000200;N2460;;4;2.79
SSR_P;2013;040780488;040000200;N2500;18;1;18.83
SSR_P;2013;040780488;040000200;N2710;;1;0.5
SSR_P;2013;040780488;040000200;N310H;1;;1
SSR_P;2013;040780488;040000200;N3120;;1;0.91
SSR_P;2013;040780488;040000200;NAUT;;1;0.8
SSR_P;2013;040780488;040000200;NCINF;9;1;9.58
SSR_P;2013;040780488;040000200;M9999;2;2;3
SSR_P;2013;040780520;920000395;M1010;;1;0.5
SSR_P;2013;040780520;920000395;M1320;;1;0.5
SSR_P;2013;040780520;920000395;N241P;2;;2
SSR_P;2013;040780520;920000395;N2500;5;2;6
SSR_P;2013;040780520;920000395;N3120;;1;0.35
SSR_P;2013;040780520;920000395;NCINF;8;;8
SSR_P;2013;040780520;920000395;M9999;;2;1
SSR_P;2013;040782021;130037815;M1010;;1;0.44
SSR_P;2013;040782021;130037815;M1320;2;;2
SSR_P;2013;040782021;130037815;N241P;1;1;1.5
SSR_P;2013;040782021;130037815;N2450;;1;0.55
SSR_P;2013;040782021;130037815;N2500;21;6;24.43
SSR_P;2013;040782021;130037815;N2710;;1;0.65
SSR_P;2013;040782021;130037815;N310H;1;;1
SSR_P;2013;040782021;130037815;N3120;;1;0.75
SSR_P;2013;040782021;130037815;NAUT;10;2;10.5
SSR_P;2013;040782021;130037815;NCINF;8;7;12.59
SSR_P;2013;040782021;130037815;M9999;2;1;2.44
SSR_P;2013;050000041;130037815;M1180;3;1;2.56
SSR_P;2013;050000041;130037815;M9999;3;1;2.56
SSR_P;2013;050000058;050000033;M1010;;4;1.5
SSR_P;2013;050000058;050000033;M1040;;1;0.13
SSR_P;2013;050000058;050000033;M1070;;1;0.05
SSR_P;2013;050000058;050000033;M1150;;1;0.13
SSR_P;2013;050000058;050000033;M1180;;1;0.13
SSR_P;2013;050000058;050000033;M3020;;1;0.05
SSR_P;2013;050000058;050000033;N241P;1;2;1.5
SSR_P;2013;050000058;050000033;N2450;;1;0.25
SSR_P;2013;050000058;050000033;N2460;;1;0.25
SSR_P;2013;050000058;050000033;N2500;2;7;6.8
SSR_P;2013;050000058;050000033;N2710;;1;0.25
SSR_P;2013;050000058;050000033;N3120;;1;0.5
SSR_P;2013;050000058;050000033;NAUT;1;1;1.8
SSR_P;2013;050000058;050000033;NCINF;9;4;12.7
SSR_P;2013;050000058;050000033;M9999;;9;1.99
SSR_P;2013;050000066;050000082;M1010;;6;2.7
SSR_P;2013;050000066;050000082;M1040;;1;0.02
SSR_P;2013;050000066;050000082;M1150;;1;0.05
SSR_P;2013;050000066;050000082;N241P;1;;1
SSR_P;2013;050000066;050000082;N2450;;1;0.74
SSR_P;2013;050000066;050000082;N2500;5;5;8.65
SSR_P;2013;050000066;050000082;N2710;;1;0.57
SSR_P;2013;050000066;050000082;N3120;;1;0.26
SSR_P;2013;050000066;050000082;NAUT;15;2;16.6
SSR_P;2013;050000066;050000082;NCINF;6;7;10.75
SSR_P;2013;050000066;050000082;M9999;;8;2.77
SSR_P;2013;050000256;050000124;M1010;2;;1.2
SSR_P;2013;050000256;050000124;M1180;1;;0.5
SSR_P;2013;050000256;050000124;N241P;;1;1
SSR_P;2013;050000256;050000124;N2450;;1;0.2
SSR_P;2013;050000256;050000124;N2460;;1;1
SSR_P;2013;050000256;050000124;N2500;7;8;13.63
SSR_P;2013;050000256;050000124;N2710;1;;0.32
SSR_P;2013;050000256;050000124;NAUT;1;4;4.83
SSR_P;2013;050000256;050000124;NCINF;8;3;8.84
SSR_P;2013;050000256;050000124;M9999;3;;1.7
SSR_P;2013;050000298;050000496;M1010;;2;0.67
SSR_P;2013;050000298;050000496;M1140;;1;0.18
SSR_P;2013;050000298;050000496;N241P;;1;0.34
SSR_P;2013;050000298;050000496;N2430;;;
SSR_P;2013;050000298;050000496;N2450;;1;0.17
SSR_P;2013;050000298;050000496;N310H;10;;10
SSR_P;2013;050000298;050000496;N3120;;1;0.1
SSR_P;2013;050000298;050000496;NAUT;11;7;15.07
SSR_P;2013;050000298;050000496;NCINF;5;1;5.31
SSR_P;2013;050000298;050000496;M9999;;3;0.85
SSR_P;2013;050000306;050000538;M1010;;1;0.06
SSR_P;2013;050000306;050000538;M1140;;1;0.57
SSR_P;2013;050000306;050000538;M1150;;1;0.12
SSR_P;2013;050000306;050000538;N2450;;1;0.2
SSR_P;2013;050000306;050000538;N2500;1;;1
SSR_P;2013;050000306;050000538;N2710;;1;0.17
SSR_P;2013;050000306;050000538;N310H;;11;11
SSR_P;2013;050000306;050000538;N3120;;1;0.14
SSR_P;2013;050000306;050000538;NAUT;5;;5
SSR_P;2013;050000306;050000538;NCINF;5;2;6
SSR_P;2013;050000306;050000538;M9999;;3;0.75
SSR_P;2013;050000330;050007145;M1010;;1;0.1
SSR_P;2013;050000330;050007145;MAUT;;1;0.1
SSR_P;2013;050000330;050007145;N241P;;1;0.38
SSR_P;2013;050000330;050007145;N2500;1;3;2.88
SSR_P;2013;050000330;050007145;N3120;;1;0.07
SSR_P;2013;050000330;050007145;NAUT;1;2;1.86
SSR_P;2013;050000330;050007145;NCINF;3;3;4.3
SSR_P;2013;050000330;050007145;M9999;;2;0.2
SSR_P;2013;050000371;050003508;M1010;;1;0.15
SSR_P;2013;050000371;050003508;M1140;;1;0.05
SSR_P;2013;050000371;050003508;M1150;;1;0.32
SSR_P;2013;050000371;050003508;N241P;;2;0.39
SSR_P;2013;050000371;050003508;N2450;;1;0.12
SSR_P;2013;050000371;050003508;N2710;;1;0.28
SSR_P;2013;050000371;050003508;N310H;5;4;7.75
SSR_P;2013;050000371;050003508;N3120;;1;0.12
SSR_P;2013;050000371;050003508;NAUT;;1;0.6
SSR_P;2013;050000371;050003508;NCINF;3;4;5
SSR_P;2013;050000371;050003508;M9999;;3;0.52
SSR_P;2013;050000462;050000660;M1010;;1;0.59
SSR_P;2013;050000462;050000660;M1070;;1;0.1
SSR_P;2013;050000462;050000660;M1140;;1;0.1
SSR_P;2013;050000462;050000660;N2450;1;;1
SSR_P;2013;050000462;050000660;N2710;1;1;1.16
SSR_P;2013;050000462;050000660;N310H;2;13;6.23
SSR_P;2013;050000462;050000660;NAUT;;2;1.3
SSR_P;2013;050000462;050000660;NCINF;1;3;2.4
SSR_P;2013;050000462;050000660;M9999;;3;0.79
SSR_P;2013;050000488;050000678;M1010;1;2;1.5
SSR_P;2013;050000488;050000678;M1150;3;;3
SSR_P;2013;050000488;050000678;N241P;3;;3
SSR_P;2013;050000488;050000678;N2450;;1;0.9
SSR_P;2013;050000488;050000678;N2500;1;;1
SSR_P;2013;050000488;050000678;N2710;;1;0.9
SSR_P;2013;050000488;050000678;N310H;;3;1.76
SSR_P;2013;050000488;050000678;N3120;;1;0.9
SSR_P;2013;050000488;050000678;NAUT;3;;3
SSR_P;2013;050000488;050000678;NCINF;9;6;13
SSR_P;2013;050000488;050000678;M9999;4;2;4.5
SSR_P;2013;050000637;050001163;M1010;;3;1.9
SSR_P;2013;050000637;050001163;M1150;;1;0.17
SSR_P;2013;050000637;050001163;N241P;;4;2.36
SSR_P;2013;050000637;050001163;N2500;5;5;7.77
SSR_P;2013;050000637;050001163;N310H;;1;0.91
SSR_P;2013;050000637;050001163;N3120;;1;0.5
SSR_P;2013;050000637;050001163;NAUT;13;9;17.68
SSR_P;2013;050000637;050001163;NCINF;5;7;9.38
SSR_P;2013;050000637;050001163;M9999;;4;2.07
SSR_P;2013;050000991;050000546;M1010;4;1;3.41
SSR_P;2013;050000991;050000546;M1070;1;;1
SSR_P;2013;050000991;050000546;M1150;;1;0.73
SSR_P;2013;050000991;050000546;M1320;1;;0.9
SSR_P;2013;050000991;050000546;M3020;;2;0.18
SSR_P;2013;050000991;050000546;MAUT;1;3;1
SSR_P;2013;050000991;050000546;N241P;4;1;3.98
SSR_P;2013;050000991;050000546;N2450;5;1;4.78
SSR_P;2013;050000991;050000546;N2460;1;;0.8
SSR_P;2013;050000991;050000546;N2470;;2;0.41
SSR_P;2013;050000991;050000546;N2500;25;19;34.99
SSR_P;2013;050000991;050000546;N2710;1;7;2.14
SSR_P;2013;050000991;050000546;N310H;3;3;4.22
SSR_P;2013;050000991;050000546;N3120;;4;1.32
SSR_P;2013;050000991;050000546;NAUT;1;1;1.98
SSR_P;2013;050000991;050000546;NCINF;18;49;39.69
SSR_P;2013;050000991;050000546;M9999;7;7;7.22
SSR_P;2013;050001064;050000561;M1010;;6;2.29
SSR_P;2013;050001064;050000561;M1040;;3;0.31
SSR_P;2013;050001064;050000561;M1150;;1;0.17
SSR_P;2013;050001064;050000561;M1180;;1;0.92
SSR_P;2013;050001064;050000561;M1320;;2;1.32
SSR_P;2013;050001064;050000561;M3020;;1;0.05
SSR_P;2013;050001064;050000561;N241P;;5;3.44
SSR_P;2013;050001064;050000561;N2450;;1;0.69
SSR_P;2013;050001064;050000561;N2460;;1;0.8
SSR_P;2013;050001064;050000561;N2470;;1;0.63
SSR_P;2013;050001064;050000561;N2500;10;6;12.47
SSR_P;2013;050001064;050000561;N2710;;1;0.05
SSR_P;2013;050001064;050000561;N310H;;2;1.2
SSR_P;2013;050001064;050000561;N3120;;1;0.75
SSR_P;2013;050001064;050000561;NAUT;;2;1.31
SSR_P;2013;050001064;050000561;NCINF;12;13;20.75
SSR_P;2013;050001064;050000561;M9999;;14;5.06
SSR_P;2013;050002351;130037815;M1180;1;1;1.94
SSR_P;2013;050002351;130037815;M9999;1;1;1.94
SSR_P;2013;050006436;050002948;M1010;1;0;0.8
SSR_P;2013;050006436;050002948;N2450;0;1;0.38
SSR_P;2013;050006436;050002948;N2460;1;0;0.3
SSR_P;2013;050006436;050002948;N2500;7;5;9.01
SSR_P;2013;050006436;050002948;N2710;0;1;0.4
SSR_P;2013;050006436;050002948;N3120;1;0;0.5
SSR_P;2013;050006436;050002948;NAUT;3;0;3
SSR_P;2013;050006436;050002948;NCINF;7;4;8.21
SSR_P;2013;050006436;050002948;M9999;1;0;0.8
SSR_P;2013;060000163;060780327;N241P;;1;0.25
SSR_P;2013;060000163;060780327;N9999;;1;0.25
SSR_P;2013;060000296;060780640;M1010;;2;0.3
SSR_P;2013;060000296;060780640;M1040;1;2;1.49
SSR_P;2013;060000296;060780640;M1150;2;1;2.1
SSR_P;2013;060000296;060780640;MAUT;;1;0.5
SSR_P;2013;060000296;060780640;N241P;2;4;4.93
SSR_P;2013;060000296;060780640;N2450;;1;0.5
SSR_P;2013;060000296;060780640;N2500;6;;6
SSR_P;2013;060000296;060780640;N2710;;2;1
SSR_P;2013;060000296;060780640;N310H;1;;1
SSR_P;2013;060000296;060780640;N3120;;1;0.46
SSR_P;2013;060000296;060780640;NAUT;16;4;18.31
SSR_P;2013;060000296;060780640;NCINF;12;3;13.41
SSR_P;2013;060000296;060780640;M9999;3;6;4.39
SSR_P;2013;060000304;060780657;M1120;;1;0.3
SSR_P;2013;060000304;060780657;N2450;;1;0.3
SSR_P;2013;060000304;060780657;N2500;11;2;4.22
SSR_P;2013;060000304;060780657;N2710;1;;0.2
SSR_P;2013;060000304;060780657;NCINF;6;2;1.87
SSR_P;2013;060000304;060780657;M9999;;1;0.3
SSR_P;2013;060000445;060780814;M1010;;3;0.85
SSR_P;2013;060000445;060780814;M1040;;2;0.65
SSR_P;2013;060000445;060780814;M1150;1;;0.83
SSR_P;2013;060000445;060780814;M1180;;1;0.6
SSR_P;2013;060000445;060780814;M1320;1;;0.53
SSR_P;2013;060000445;060780814;MAUT;;3;1.18
SSR_P;2013;060000445;060780814;N241P;2;2;3.12
SSR_P;2013;060000445;060780814;N2450;;1;0.8
SSR_P;2013;060000445;060780814;N2500;13;2;13.63
SSR_P;2013;060000445;060780814;N2710;;1;0.2
SSR_P;2013;060000445;060780814;N3120;;1;0.5
SSR_P;2013;060000445;060780814;NAUT;17;;15.18
SSR_P;2013;060000445;060780814;NCINF;13;1;11.05
SSR_P;2013;060000445;060780814;M9999;2;9;4.64
SSR_P;2013;060000478;060780897;M1010;6;1;4.77
SSR_P;2013;060000478;060780897;N241P;1;0;1
SSR_P;2013;060000478;060780897;N2460;0;1;0.2
SSR_P;2013;060000478;060780897;N2500;10;2;12
SSR_P;2013;060000478;060780897;N2710;0;1;0.25
SSR_P;2013;060000478;060780897;N3120;0;1;0.8
SSR_P;2013;060000478;060780897;NCINF;8;2;10.78
SSR_P;2013;060000478;060780897;M9999;6;1;4.77
SSR_P;2013;060000486;060780905;M1010;;5;0.38
SSR_P;2013;060000486;060780905;N241P;;5;0.47
SSR_P;2013;060000486;060780905;N2450;;1;0.04
SSR_P;2013;060000486;060780905;N2500;14;;2.45
SSR_P;2013;060000486;060780905;N310H;1;;0.27
SSR_P;2013;060000486;060780905;N3120;;1;0.1
SSR_P;2013;060000486;060780905;NAUT;51;7;6.44
SSR_P;2013;060000486;060780905;NCINF;8;4;2.79
SSR_P;2013;060000486;060780905;M9999;;5;0.38
SSR_P;2013;060000510;060780954;M1010;3;1;1.3
SSR_P;2013;060000510;060780954;M1190;;1;0.1
SSR_P;2013;060000510;060780954;MAUT;;1;0.1
SSR_P;2013;060000510;060780954;N2450;1;0;0.33
SSR_P;2013;060000510;060780954;N2500;14;1;15
SSR_P;2013;060000510;060780954;N2710;1;;0.5
SSR_P;2013;060000510;060780954;NAUT;4;;4
SSR_P;2013;060000510;060780954;NCINF;11;0;9.27
SSR_P;2013;060000510;060780954;M9999;3;3;1.5
SSR_P;2013;060000536;060006889;M1010;;1;0.6
SSR_P;2013;060000536;060006889;MAUT;;1;0.04
SSR_P;2013;060000536;060006889;N241P;;2;0.13
SSR_P;2013;060000536;060006889;N2450;1;;0.39
SSR_P;2013;060000536;060006889;N2460;;1;0.8
SSR_P;2013;060000536;060006889;N2500;9;1;6.28
SSR_P;2013;060000536;060006889;N2710;;1;0.09
SSR_P;2013;060000536;060006889;NAUT;4;;2.18
SSR_P;2013;060000536;060006889;NCINF;5;1;4.77
SSR_P;2013;060000536;060006889;M9999;;2;0.64
SSR_P;2013;060002102;060791761;M1320;;2;1.8
SSR_P;2013;060002102;060791761;N241P;2;1;2.5
SSR_P;2013;060002102;060791761;N2500;8;2;9.6
SSR_P;2013;060002102;060791761;NAUT;2;2;2.8
SSR_P;2013;060002102;060791761;NCINF;7;1;7.1
SSR_P;2013;060002102;060791761;M9999;;2;1.8
SSR_P;2013;060005469;750043994;M1010;1;1;0.94
SSR_P;2013;060005469;750043994;M1320;2;1;2.5
SSR_P;2013;060005469;750043994;N241P;3;;3
SSR_P;2013;060005469;750043994;N2430;;1;0.5
SSR_P;2013;060005469;750043994;N2450;;1;0.2
SSR_P;2013;060005469;750043994;N2460;;1;0.5
SSR_P;2013;060005469;750043994;N2500;18;;11.8
SSR_P;2013;060005469;750043994;N2710;;1;0.5
SSR_P;2013;060005469;750043994;N3120;;1;0.5
SSR_P;2013;060005469;750043994;NCINF;14;3;12.48
SSR_P;2013;060005469;750043994;M9999;3;2;3.44
SSR_P;2013;060010188;060000221;M1010;;3;1.08
SSR_P;2013;060010188;060000221;N2500;8;2;8.28
SSR_P;2013;060010188;060000221;N2710;;1;0.34
SSR_P;2013;060010188;060000221;N310H;7;5;9.48
SSR_P;2013;060010188;060000221;NCINF;8;1;8.76
SSR_P;2013;060010188;060000221;M9999;;3;1.08
SSR_P;2013;060015328;060015278;M1010;;1;0.8
SSR_P;2013;060015328;060015278;M1140;;1;0.1
SSR_P;2013;060015328;060015278;N2430;3;;3
SSR_P;2013;060015328;060015278;N2460;;1;0.25
SSR_P;2013;060015328;060015278;N2470;1;1;1.75
SSR_P;2013;060015328;060015278;N2710;;4;3.25
SSR_P;2013;060015328;060015278;N310H;5;;5
SSR_P;2013;060015328;060015278;NAUT;2;2;3.05
SSR_P;2013;060015328;060015278;NCINF;3;;3
SSR_P;2013;060015328;060015278;M9999;;2;0.9
SSR_P;2013;060021201;060000155;M1010;;3;1.2
SSR_P;2013;060021201;060000155;M1040;;3;0.6
SSR_P;2013;060021201;060000155;M1120;;1;0.2
SSR_P;2013;060021201;060000155;M1180;1;1;1.5
SSR_P;2013;060021201;060000155;M1320;;1;0.2
SSR_P;2013;060021201;060000155;M3020;;1;0.2
SSR_P;2013;060021201;060000155;MAUT;;12;2.6
SSR_P;2013;060021201;060000155;N241P;7;;7
SSR_P;2013;060021201;060000155;N2450;;1;0.3
SSR_P;2013;060021201;060000155;N2460;3;;3
SSR_P;2013;060021201;060000155;N2500;6;5;7.7
SSR_P;2013;060021201;060000155;N2710;;1;0.5
SSR_P;2013;060021201;060000155;N3120;;1;0.5
SSR_P;2013;060021201;060000155;NAUT;18;6;19.53
SSR_P;2013;060021201;060000155;NCINF;10;3;10.9
SSR_P;2013;060021201;060000155;M9999;1;22;6.5
SSR_P;2013;060780145;060000049;M1010;4;1;4.33
SSR_P;2013;060780145;060000049;M1070;;1;0.1
SSR_P;2013;060780145;060000049;N2450;1;;1
SSR_P;2013;060780145;060000049;N2460;;1;0.52
SSR_P;2013;060780145;060000049;N2500;29;2;19.79
SSR_P;2013;060780145;060000049;N2710;;2;0.93
SSR_P;2013;060780145;060000049;N3120;;1;0.83
SSR_P;2013;060780145;060000049;NAUT;;1;0.03
SSR_P;2013;060780145;060000049;NCINF;20;;13.44
SSR_P;2013;060780145;060000049;M9999;4;2;4.43
SSR_P;2013;060780186;060006939;M1010;1;1;1.5
SSR_P;2013;060780186;060006939;M3020;;1;0.5
SSR_P;2013;060780186;060006939;N241P;;3;1
SSR_P;2013;060780186;060006939;N2500;9;1;9.75
SSR_P;2013;060780186;060006939;N3120;;1;0.7
SSR_P;2013;060780186;060006939;NAUT;11;5;14.3
SSR_P;2013;060780186;060006939;NCINF;7;4;9.93
SSR_P;2013;060780186;060006939;M9999;1;2;2
SSR_P;2013;060780277;750043994;M1010;3;1;3.26
SSR_P;2013;060780277;750043994;M1040;;1;0.05
SSR_P;2013;060780277;750043994;M1320;2;;2
SSR_P;2013;060780277;750043994;M3020;;1;0.04
SSR_P;2013;060780277;750043994;N241P;5;1;5.5
SSR_P;2013;060780277;750043994;N2430;;1;0.5
SSR_P;2013;060780277;750043994;N2450;;1;0.2
SSR_P;2013;060780277;750043994;N2460;;1;0.74
SSR_P;2013;060780277;750043994;N2500;44;1;24.73
SSR_P;2013;060780277;750043994;N2710;;1;0.6
SSR_P;2013;060780277;750043994;N3120;;1;0.6
SSR_P;2013;060780277;750043994;NCINF;23;2;16.66
SSR_P;2013;060780277;750043994;M9999;5;3;5.35
SSR_P;2013;060780343;060000171;M1180;;2;0.6
SSR_P;2013;060780343;060000171;MAUT;;2;0.56
SSR_P;2013;060780343;060000171;N241P;13;;12.5
SSR_P;2013;060780343;060000171;N2500;5;;5
SSR_P;2013;060780343;060000171;N2710;;1;0.2
SSR_P;2013;060780343;060000171;N3120;;1;0.2
SSR_P;2013;060780343;060000171;NCINF;5;;5
SSR_P;2013;060780343;060000171;M9999;;4;1.16
SSR_P;2013;060780350;920000395;M1010;1;1;1.6
SSR_P;2013;060780350;920000395;N241P;;3;2.5
SSR_P;2013;060780350;920000395;N2500;4;2;5
SSR_P;2013;060780350;920000395;N3120;;1;0.5
SSR_P;2013;060780350;920000395;NAUT;2;;2
SSR_P;2013;060780350;920000395;NCINF;6;2;6.6
SSR_P;2013;060780350;920000395;M9999;1;1;1.6
SSR_P;2013;060780392;060000205;M1010;4;;0.83
SSR_P;2013;060780392;060000205;M1320;1;;0.5
SSR_P;2013;060780392;060000205;MAUT;1;;0.5
SSR_P;2013;060780392;060000205;N241P;1;;0.5
SSR_P;2013;060780392;060000205;N2500;18;;16.65
SSR_P;2013;060780392;060000205;NCINF;14;;12.72
SSR_P;2013;060780392;060000205;M9999;6;;1.83
SSR_P;2013;060780459;010783009;M1040;;1;0.1
SSR_P;2013;060780459;010783009;M1120;;1;0.1
SSR_P;2013;060780459;010783009;M1180;3;;3
SSR_P;2013;060780459;010783009;M1320;;1;0.1
SSR_P;2013;060780459;010783009;M3020;;1;0.1
SSR_P;2013;060780459;010783009;MAUT;;2;0.07
SSR_P;2013;060780459;010783009;M9999;3;6;3.47
SSR_P;2013;060780558;750720575;M1010;;2;1.41
SSR_P;2013;060780558;750720575;M1070;;1;0.64
SSR_P;2013;060780558;750720575;M1150;1;;1
SSR_P;2013;060780558;750720575;M1180;1;;1
SSR_P;2013;060780558;750720575;M3020;1;1;1.6
SSR_P;2013;060780558;750720575;N241P;6;;5.85
SSR_P;2013;060780558;750720575;N2450;2;2;3.47
SSR_P;2013;060780558;750720575;N2460;1;1;1.48
SSR_P;2013;060780558;750720575;N2500;13;6;14.42
SSR_P;2013;060780558;750720575;N2710;1;4;3.58
SSR_P;2013;060780558;750720575;N310H;14;;12.62
SSR_P;2013;060780558;750720575;N3120;;2;1.25
SSR_P;2013;060780558;750720575;NAUT;2;2;3.01
SSR_P;2013;060780558;750720575;NCINF;22;4;21.51
SSR_P;2013;060780558;750720575;M9999;3;4;5.65
SSR_P;2013;060780665;060000312;M1010;;4;0.6
SSR_P;2013;060780665;060000312;M1040;;1;0.05
SSR_P;2013;060780665;060000312;M1120;;1;0.05
SSR_P;2013;060780665;060000312;M1150;;1;0.05
SSR_P;2013;060780665;060000312;N241P;;2;1
SSR_P;2013;060780665;060000312;N2500;3;4;5.2
SSR_P;2013;060780665;060000312;N3120;;1;0.5
SSR_P;2013;060780665;060000312;NCINF;2;1;2.3
SSR_P;2013;060780665;060000312;M9999;;7;0.75
SSR_P;2013;060780749;060000395;M1010;;2;1.22
SSR_P;2013;060780749;060000395;M1040;;1;0.3
SSR_P;2013;060780749;060000395;M1320;;1;0.23
SSR_P;2013;060780749;060000395;M3020;;5;2.5
SSR_P;2013;060780749;060000395;N241P;2;;2
SSR_P;2013;060780749;060000395;N2430;;1;0.2
SSR_P;2013;060780749;060000395;N2450;;1;0.3
SSR_P;2013;060780749;060000395;N2500;8;2;8.64
SSR_P;2013;060780749;060000395;N2710;;1;0.4
SSR_P;2013;060780749;060000395;NAUT;9;3;10.53
SSR_P;2013;060780749;060000395;NCINF;7;1;7.57
SSR_P;2013;060780749;060000395;M9999;;9;4.25
SSR_P;2013;060781374;060000718;M1010;2;;2
SSR_P;2013;060781374;060000718;M1150;;1;0.11
SSR_P;2013;060781374;060000718;M1180;1;1;1.71
SSR_P;2013;060781374;060000718;M1320;1;;1
SSR_P;2013;060781374;060000718;MAUT;;2;0.14
SSR_P;2013;060781374;060000718;N241P;8;7;11.57
SSR_P;2013;060781374;060000718;N2430;;1;0.11
SSR_P;2013;060781374;060000718;N2450;;5;2.97
SSR_P;2013;060781374;060000718;N2460;1;1;1.4
SSR_P;2013;060781374;060000718;N2500;25;3;27.55
SSR_P;2013;060781374;060000718;N2710;;2;0.9
SSR_P;2013;060781374;060000718;N310H;2;1;2.4
SSR_P;2013;060781374;060000718;N3120;1;;1
SSR_P;2013;060781374;060000718;NAUT;42;14;49.79
SSR_P;2013;060781374;060000718;NCINF;18;3;19.59
SSR_P;2013;060781374;060000718;M9999;4;4;4.96
SSR_P;2013;060785227;060001476;M1010;1;;1
SSR_P;2013;060785227;060001476;M1040;;4;1.29
SSR_P;2013;060785227;060001476;M1070;;4;0.05
SSR_P;2013;060785227;060001476;M1120;;1;0.05
SSR_P;2013;060785227;060001476;M1150;;2;0.05
SSR_P;2013;060785227;060001476;M1190;;1;0.05
SSR_P;2013;060785227;060001476;M1320;1;;1
SSR_P;2013;060785227;060001476;M3020;;1;0.23
SSR_P;2013;060785227;060001476;MAUT;;2;1.26
SSR_P;2013;060785227;060001476;N241P;;7;3.2
SSR_P;2013;060785227;060001476;N2450;;2;1.05
SSR_P;2013;060785227;060001476;N2500;12;2;13.11
SSR_P;2013;060785227;060001476;N2710;;2;0.11
SSR_P;2013;060785227;060001476;N3120;;1;0.51
SSR_P;2013;060785227;060001476;NAUT;24;2;24.68
SSR_P;2013;060785227;060001476;NCINF;16;3;17.47
SSR_P;2013;060785227;060001476;M9999;2;15;4.98
SSR_P;2013;060788957;060785011;M1010;4;0;4.1
SSR_P;2013;060788957;060785011;M1320;1;0;0.9
SSR_P;2013;060788957;060785011;MAUT;2;0;1.4
SSR_P;2013;060788957;060785011;N241P;11;33;10.2
SSR_P;2013;060788957;060785011;N2430;1;2;2.6
SSR_P;2013;060788957;060785011;N2450;2;0;3.08
SSR_P;2013;060788957;060785011;N2460;1;0;1.12
SSR_P;2013;060788957;060785011;N2500;77;8;79.02
SSR_P;2013;060788957;060785011;N2710;3;1;2.8
SSR_P;2013;060788957;060785011;N3120;3;2;2.9
SSR_P;2013;060788957;060785011;NAUT;28;11;34.46
SSR_P;2013;060788957;060785011;NCINF;53;4;53.28
SSR_P;2013;060788957;060785011;M9999;7;0;6.4
SSR_P;2013;060789195;060785011;M1010;1;1;1.1
SSR_P;2013;060789195;060785011;M1120;1;0;0.27
SSR_P;2013;060789195;060785011;M1180;2;2;1.35
SSR_P;2013;060789195;060785011;M1330;2;0;1.03
SSR_P;2013;060789195;060785011;N241P;10;8;13.48
SSR_P;2013;060789195;060785011;N2450;10;1;9.68
SSR_P;2013;060789195;060785011;N2460;;1;0.1
SSR_P;2013;060789195;060785011;N2470;1;0;0.17
SSR_P;2013;060789195;060785011;N2500;22;0;21.34
SSR_P;2013;060789195;060785011;N2710;2;1;1.4
SSR_P;2013;060789195;060785011;N3120;1;0;0.56
SSR_P;2013;060789195;060785011;NAUT;5;1;5.1
SSR_P;2013;060789195;060785011;NCINF;18;1;17.8
SSR_P;2013;060789195;060785011;M9999;6;3;3.75
SSR_P;2013;060789674;130037815;M1010;2;;2.1
SSR_P;2013;060789674;130037815;M1180;5;;5.75
SSR_P;2013;060789674;130037815;N241P;28;7;30.79
SSR_P;2013;060789674;130037815;N2430;1;1;1.55
SSR_P;2013;060789674;130037815;N2450;1;;0.83
SSR_P;2013;060789674;130037815;N2460;6;4;7.54
SSR_P;2013;060789674;130037815;N2500;70;1;69.58
SSR_P;2013;060789674;130037815;N2710;1;2;1.92
SSR_P;2013;060789674;130037815;N310H;3;;3.8
SSR_P;2013;060789674;130037815;N3120;4;1;4.97
SSR_P;2013;060789674;130037815;NCINF;50;0;46.33
SSR_P;2013;060789674;130037815;M9999;7;;7.85
SSR_P;2013;060790177;060785011;M1010;1;;1
SSR_P;2013;060790177;060785011;M1190;1;;1
SSR_P;2013;060790177;060785011;N241P;3;0;2.5
SSR_P;2013;060790177;060785011;N2450;2;0;1.7
SSR_P;2013;060790177;060785011;N2500;15;2;14.18
SSR_P;2013;060790177;060785011;N310H;;;0.21
SSR_P;2013;060790177;060785011;N3120;;1;0.9
