BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO;SEJ0_NEO;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2013;440033819;440006344;NIV2;;93;6;;;12;6087;565;445;34;0;0;0;0;26756;2789;0;0;4668;23352;785;5400;5;4607;2;61;17;0;;;;25;0;0;;;;;;39;1;897
PERINAT;2013;450000021;450000088;NIV3;INT;88;30;11;11;8;5641;263;1180;16;331;22;370;31;26355;10130;3391;4289;4363;22976;712;5844;8;4263;3;100;55;0;19609;5250;12880;277;1363;1;1083;1043;790;112;3;26;1;278
PERINAT;2013;450000047;450000096;NIV1;;20;;;;2;1115;86;0;0;0;0;0;0;4747;0;0;0;829;4134;155;1048;1;823;0;6;3;0;4309;2590;;5;0;1;181;161;120;2;0;0;0;0
PERINAT;2013;450000062;450000104;NIV2;;28;10;3;0;3;1948;140;249;17;9;0;0;0;7551;1719;77;0;1330;6363;284;1898;3;1311;0;19;7;0;2813;7192;405;9;0;1;333;330;318;10;0;18;0;0
PERINAT;2013;450000070;450000112;NIV1;;15;;;;2;763;110;0;0;0;0;0;0;2805;0;0;0;548;2544;101;630;0;548;0;0;4;0;5727;808;1900;7;0;1;183;181;137;3;0;0;0;0
PERINAT;2013;450010079;450000195;NIV2;;30;6;;;5;1418;120;180;3;0;0;0;0;6329;819;0;0;1102;5995;420;2750;0;1093;0;9;3;0;;;;2;0;0;;;;;;0;0;0
PERINAT;2013;460000045;460780083;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2910;2063;79;;;1;27;31;24;3;;0;0;
PERINAT;2013;460000052;460780091;CPPR;;0;;;;;6;5;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;369;1850;53;0;0;0;0;8;;;;0;0;0
PERINAT;2013;460000102;460780208;CPPR;;;;;;;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;658;161;79;0;0;1;7;4;7;0;;0;0;0
PERINAT;2013;460000110;460780216;NIV2;;18;4;0;0;3;1046;113;115;20;0;0;0;0;4065;555;0;0;716;3567;117;823;3;710;1;6;7;0;22337;1807;190;7;21;1;242;189;116;1;;4;0;0
PERINAT;2013;470000027;470014069;NIV1;;26;;;;4;1389;143;0;0;0;0;0;0;5682;0;0;0;1005;5054;197;1381;0;994;0;11;9;0;;;;11;0;1;141;182;41;0;;15;0;0
PERINAT;2013;470000423;470000316;NIV2;;20;12;3;;2;1374;247;302;10;152;14;0;0;4960;3520;692;0;946;4344;198;1260;26;913;0;33;4;0;5319;4481;;16;3;1;314;269;184;26;0;9;0;0
PERINAT;2013;470000431;470000324;NIV1;;24;;;;3;1167;117;0;0;0;0;0;0;3956;0;0;0;795;3404;172;1011;0;787;0;8;3;0;;;;19;0;1;276;248;157;;0;2;0;0
PERINAT;2013;470000480;470001660;NIV1;;13;;;;4;1204;105;0;0;0;0;0;0;4492;0;0;0;839;3895;177;1135;1;829;0;10;3;0;5855;4737;295;16;0;1;109;92;25;74;1;2;0;0
PERINAT;2013;480000017;480780097;NIV2;;11;4;;;2;706;64;123;21;0;0;0;0;3166;521;0;0;470;2596;89;643;0;464;0;6;0;0;2147;971;405;1;0;1;155;131;107;;;0;0;0
PERINAT;2013;490000049;490000031;NIV3;INT;86;25;8;15;11;5127;329;742;24;240;9;280;9;24699;8251;2219;4780;3947;21050;694;5781;48;3848;6;99;44;0;18890;4082;246;100;0;1;1252;1165;700;109;0;30;1;340
PERINAT;2013;490000635;490000676;NIV2;;40;12;3;;8;2512;147;269;25;115;24;0;0;10652;3534;494;0;2020;9658;358;2453;0;1983;1;37;15;0;26556;7364;364;55;0;1;427;402;161;266;0;6;0;0
PERINAT;2013;490001765;490528452;NIV2;;24;6;;;4;1635;109;184;12;0;0;0;0;6293;1175;0;0;1306;5686;236;1373;3;1291;1;15;3;0;14732;7588;232;43;0;1;308;305;187;;0;4;0;0
PERINAT;2013;490002037;490000890;NIV1;;50;;;;;1334;97;0;0;0;0;0;0;5548;0;0;0;1079;4949;203;1253;2;1072;0;7;7;0;;;;11;0;0;;;;;;12;0;0
PERINAT;2013;490014909;490008109;NIV2;;50;6;;;5;2706;167;222;10;0;0;0;0;12846;1606;0;0;2191;11241;431;2822;2;2166;0;25;4;0;;;;10;0;0;0;;;;;4;0;0
PERINAT;2013;500000021;500000054;NIV2;INT;32;10;6;;4;1788;200;299;21;112;24;0;0;7924;2554;416;0;1292;6917;226;1627;2;1272;0;20;7;0;;;;10;0;1;93;88;92;;;2;0;0
PERINAT;2013;500000187;500000013;NIV3;EXT;37;12;6;6;5;2556;148;593;3;382;22;174;28;11523;3902;2016;1412;1894;9435;331;2656;0;1856;2;38;11;0;14307;5478;160;17;0;1;362;377;289;24;2;3;0;0
PERINAT;2013;500000260;500000054;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;88;92;34;;;0;0;0
PERINAT;2013;500000401;500000609;NIV1;;21;;;;3;873;92;0;0;0;0;0;0;3462;0;0;0;655;3158;121;799;0;647;0;8;4;0;;;;4;0;1;152;116;92;;;1;0;0
PERINAT;2013;500000450;500000112;NIV2;;22;9;;;4;1647;163;209;21;0;0;0;0;6818;1731;0;0;1210;6084;178;1223;3;1196;1;14;11;0;5128;2532;136;14;0;1;213;225;117;;;16;0;0
PERINAT;2013;500000468;500000013;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4010;1998;25;;;0;;;;;;;0;
PERINAT;2013;500002357;500002233;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;1;144
PERINAT;2013;510000169;510000037;NIV2;;12;6;0;0;3;1419;216;213;12;0;0;0;0;5329;1183;0;0;994;4902;177;1194;0;984;0;10;2;0;3735;793;307;8;0;1;277;261;165;14;0;4;0;0
PERINAT;2013;510000185;510000532;NIV2;;46;11;;;5;2428;231;607;13;0;0;0;0;10022;2081;0;0;1913;9067;391;2544;4;1858;5;55;16;0;;;;18;0;1;164;105;104;;;19;1;745
PERINAT;2013;510000193;510000557;NIV2;;37;6;;;6;2379;160;577;12;0;0;0;0;9983;857;0;0;1882;8926;443;2662;1;1859;0;23;7;0;;;;9;0;1;256;239;117;;;0;0;0
PERINAT;2013;510000227;510000565;;;0;;;;;13;7;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;510000235;510000060;;;;;;;;106;33;0;0;0;0;0;0;257;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;179;159;126;5;;0;0;0
PERINAT;2013;510000243;510000573;;;;;;;;34;22;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;41;46;0;3;0;5;0;0
PERINAT;2013;510000250;510000078;NIV1;;10;0;0;0;2;526;31;0;0;0;0;0;0;1931;0;0;0;372;1663;62;408;0;370;0;2;1;0;4933;3830;282;3;0;1;44;27;34;2;2;0;0;0
PERINAT;2013;510004302;510000029;NIV3;INT;28;20;11;18;5;2547;121;597;21;441;18;407;15;13578;6428;5384;5156;1871;10570;420;3697;96;1793;2;78;41;0;;;;58;0;1;619;595;297;67;1;28;1;165
PERINAT;2013;510024300;510024284;NIV1;;23;;;;3;1006;38;0;0;0;0;0;0;4286;0;0;0;630;3350;145;1004;0;624;0;6;0;0;;;;2;0;0;;;;;;0;0;0
PERINAT;2013;520000027;520780032;NIV2;;20;6;;;4;998;71;154;7;0;0;0;0;3783;1184;0;0;623;3071;91;596;1;617;0;6;4;0;;;;14;0;1;172;174;124;46;;0;0;0
PERINAT;2013;520000043;520780057;NIV1;;12;;;;2;450;36;0;0;0;0;0;0;1781;0;0;0;304;1509;45;332;0;303;0;1;1;0;3348;2007;95;2;0;1;71;96;45;0;0;1;0;0
PERINAT;2013;520000068;520780073;NIV2;;21;12;6;;3;1299;111;247;32;50;6;0;0;5374;2000;391;0;942;4761;202;1396;7;929;1;13;6;0;11905;5790;737;24;0;1;175;192;131;1;0;8;0;0
PERINAT;2013;530000017;530000025;NIV1;;25;;;;3;1327;97;0;0;0;0;0;0;5679;0;0;0;961;5031;117;860;1;956;0;5;2;0;7097;2440;153;5;0;1;25;;;;0;1;0;0
PERINAT;2013;530000173;530000074;NIV1;;18;0;0;0;2;1032;158;0;0;0;0;0;0;3785;0;0;0;756;3488;137;814;0;756;0;0;1;0;4244;3225;297;10;0;1;122;132;68;2;0;10;0;0
PERINAT;2013;530000264;530000371;NIV2;;35;12;;;5;2112;189;395;33;0;0;0;0;9034;3151;0;0;1622;8120;303;2168;1;1586;1;36;7;0;;;;21;0;1;380;358;236;144;;11;0;0
PERINAT;2013;540000015;540023264;NIV3;INT;68;40;20;20;7;5637;1069;1691;25;615;23;481;29;21260;12579;6421;7349;3248;15483;736;4750;176;3171;6;77;43;0;14795;17152;601;58;46;1;956;977;501;72;3;89;1;296
PERINAT;2013;540000023;540000049;NIV1;;19;0;0;0;2;894;72;0;0;0;0;0;0;3015;0;0;0;634;2613;80;433;1;629;0;5;3;0;4961;3124;286;9;0;1;105;92;35;69;0;1;0;0
PERINAT;2013;540000155;540000080;NIV1;;13;;;;2;796;91;0;0;0;0;0;0;2555;0;0;0;583;2250;105;541;0;581;0;2;2;0;808;987;120;34;0;1;131;161;92;;;6;0;0
PERINAT;2013;540000296;540000106;CPPR;EXT;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;563;86;;;0;;;;;;;0;
PERINAT;2013;540001070;540000767;NIV1;;20;;;;;1401;103;0;0;0;0;0;0;5113;0;0;0;1062;4591;161;899;0;1055;0;7;5;0;10584;5297;1065;6;98;1;234;223;141;18;;21;0;0
PERINAT;2013;540001096;570010181;NIV1;;22;;;;;1076;134;0;0;0;0;0;0;3799;0;0;0;677;2997;140;769;0;670;0;7;7;0;;;;9;0;1;201;174;110;;;1;0;0
PERINAT;2013;540013224;540000536;NIV2;;78;12;6;;9;3771;478;342;5;312;6;0;0;15171;3000;1659;0;2604;12969;573;3942;0;2559;0;45;23;0;;;;17;0;1;341;332;195;7;0;11;1;310
PERINAT;2013;550000012;550000020;NIV2;;18;4;;;3;1419;100;271;56;0;0;0;0;6370;1414;0;0;860;4683;131;958;3;844;0;16;5;0;18173;4058;641;21;20;1;210;219;192;10;;16;0;0
PERINAT;2013;550000038;550000046;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1112;2487;55;;;0;;;;;;;0;
PERINAT;2013;550000178;550000293;;;;;;;;47;44;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;58;60;0;58;1;0;0;0
PERINAT;2013;550000434;550003354;NIV2;;24;6;;;4;1026;122;267;36;0;0;0;0;4133;1374;0;0;731;3696;186;1233;1;726;0;5;3;0;4183;2054;209;6;0;1;114;106;86;5;0;2;0;0
PERINAT;2013;560000127;560023210;NIV3;;43;18;10;6;5;2636;148;298;13;169;12;80;5;11888;3635;1880;835;2089;10521;444;3431;29;2044;2;45;8;0;2986;2538;275;38;0;1;594;589;181;52;9;3;0;0
PERINAT;2013;560000135;560005746;NIV2;;45;18;6;;7;4117;694;532;19;120;11;0;0;14497;4136;504;0;2886;13089;502;3119;2;2846;1;40;24;0;11873;15165;584;90;129;1;730;729;421;39;;6;1;235
PERINAT;2013;560000143;560014748;NIV2;;25;4;0;0;5;1537;200;248;13;0;0;0;0;5811;1300;0;0;1088;5117;241;1485;4;1072;1;16;9;0;6840;9491;337;12;0;1;193;186;134;15;0;13;0;0
PERINAT;2013;560000192;560000044;NIV1;;26;;;;3;1075;86;0;0;0;0;0;0;4290;0;0;0;827;3926;155;1032;2;820;0;7;3;0;11333;7079;192;18;0;1;133;101;76;6;0;1;0;0
PERINAT;2013;560000200;560023210;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1083;1562;231;;;1;53;52;53;3;0;0;0;
PERINAT;2013;560002511;560000689;;;0;;;;;34;29;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;96;52;73;11;;2;0;0
PERINAT;2013;560007510;560001307;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;36;37;25;11;;0;0;0
PERINAT;2013;560008799;560013989;NIV1;;40;;;;4;1484;115;0;0;0;0;0;0;5454;0;0;0;1182;5022;195;1185;1;1171;1;11;4;0;;;;28;0;0;;;;;;3;0;0
PERINAT;2013;570000059;570025254;NIV2;;18;18;7;;3;1646;134;455;14;224;14;0;0;7373;4658;1948;0;1137;5628;259;1911;26;1110;1;27;5;0;15991;2709;48;30;0;1;282;258;157;21;;0;0;0
PERINAT;2013;570000083;570000729;NIV1;;21;;;;3;1533;90;0;0;0;0;0;0;5913;0;0;0;1187;4900;220;1227;0;1175;1;12;12;0;;;;16;0;1;275;216;112;3;0;8;0;0
PERINAT;2013;570000117;570015099;NIV1;;15;;;;2;594;53;0;0;0;0;0;0;2451;0;0;0;418;2146;101;687;0;416;0;2;6;0;;;;10;0;1;107;113;77;6;0;2;0;0
PERINAT;2013;570000349;570005165;NIV2;INT;52;17;6;0;6;3776;439;527;36;341;30;0;0;14623;5219;2020;0;2494;12445;408;2990;0;2441;3;53;24;0;11122;3864;27;26;18;1;506;523;472;15;0;21;0;0
PERINAT;2013;570000364;570011569;;;0;;;;0;23;19;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;80;100;63;;;0;;0
PERINAT;2013;570000646;570001115;NIV2;;31;12;6;;5;2613;119;301;12;69;6;0;0;12912;2703;573;0;2172;11128;385;3017;0;2143;3;29;17;0;;;;22;0;1;191;105;101;9;;10;0;0
PERINAT;2013;570000661;570000158;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1185;2139;73;;;0;;;;;;0;0;
PERINAT;2013;570000901;570000158;NIV1;;21;;;;3;1354;144;0;0;0;0;0;0;5009;0;0;0;916;4317;181;1227;2;908;0;8;6;0;3468;8618;103;6;0;1;164;154;63;;;0;0;0
PERINAT;2013;570026682;570005165;NIV2;;48;18;6;0;6;4150;557;479;21;261;30;0;0;15066;4777;1633;0;2578;12056;480;3064;0;2530;3;48;37;0;13390;6825;195;28;0;1;1284;1161;776;141;0;46;1;606
PERINAT;2013;580780195;580005148;NIV1;;15;4;0;0;2;472;25;0;0;0;0;0;0;1927;0;0;0;379;1759;89;538;0;379;0;0;0;0;;;;1;0;1;;109;81;;;1;0;0
PERINAT;2013;580972669;580780070;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;
PERINAT;2013;580972685;580780096;NIV1;;0;;;;;33;26;0;0;0;0;0;0;15;0;0;0;3;3;0;0;0;3;0;0;1;0;4163;3018;2196;1;0;1;186;144;104;18;0;2;0;0
PERINAT;2013;580972693;580780039;NIV2;EXT;34;10;3;;4;1878;129;206;9;84;11;0;0;8380;2242;366;0;1285;6688;285;2044;0;1267;0;18;9;0;17640;7358;162;9;0;1;265;249;116;41;;3;0;0
PERINAT;2013;590000121;590780227;NIV2;;39;6;;;;2703;362;246;24;0;0;0;0;10590;1386;0;0;2005;9759;335;2051;0;1987;0;18;18;0;;;;38;0;1;306;;189;;1;36;0;0
PERINAT;2013;590000337;590781415;;;0;;;;;77;68;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;;;;;;0;0;0
PERINAT;2013;590000428;590781605;NIV1;;17;;;;;894;80;0;0;0;0;0;0;4046;0;0;0;571;2997;94;666;1;566;0;5;4;0;4545;862;324;4;0;1;363;401;287;5;0;1;0;0
PERINAT;2013;590000436;590781621;NIV1;;15;;;;;657;47;0;0;0;0;0;0;2723;0;0;0;513;2560;107;676;0;511;0;2;7;0;;;;4;0;1;181;164;77;;0;0;0;0
PERINAT;2013;590000469;590781662;NIV1;;28;;;;3;1465;128;0;0;0;0;0;0;5324;0;0;0;1108;4806;226;1218;0;1094;2;14;7;0;;;;17;0;1;23;201;14;;;7;0;0
PERINAT;2013;590000535;590781803;NIV2;;25;14;6;;3;1403;96;422;16;213;9;0;0;6236;3742;1587;0;976;5246;217;1446;9;954;2;22;8;0;6375;4899;55;7;0;1;344;246;242;;;1;0;0
PERINAT;2013;590000592;590782165;NIV1;EXT;22;;;;3;1915;159;0;0;0;0;0;0;7666;0;0;0;1323;6531;256;1629;0;1313;0;10;8;0;1101;5899;40;9;0;1;336;312;224;30;0;1;0;0
PERINAT;2013;590000618;590782215;NIV3;INT;60;20;6;10;7;6063;1406;935;15;286;23;208;4;22879;9825;2569;2579;3622;20085;675;5548;15;3514;2;108;38;0;;;;32;0;1;997;940;747;41;3;41;0;0
PERINAT;2013;590000758;590782637;NIV2;;32;8;;;3;2403;419;290;29;0;0;0;0;8715;2178;0;0;1489;7510;229;1785;3;1469;0;20;7;0;;;;12;0;1;879;858;357;;;27;0;0
PERINAT;2013;590000774;590782652;NIV1;;17;;;;3;1223;53;0;0;0;0;0;0;4839;0;0;0;924;4234;146;898;0;915;1;9;2;0;9469;7623;115;10;0;0;;;;;;2;0;0
PERINAT;2013;590001004;590783239;NIV2;;32;14;;;4;2812;479;367;51;0;0;0;0;9949;3182;0;0;1760;8687;328;2450;8;1733;0;27;17;0;10037;8583;;9;0;1;695;667;169;;;9;1;0
PERINAT;2013;590006607;590780193;NIV3;EXT;141;46;24;16;9;7802;1033;1465;29;599;14;690;50;32458;19111;7870;5906;5442;28277;985;7685;9;5249;17;193;91;0;40398;20814;2268;473;101;1;1404;1430;465;140;11;63;1;754
PERINAT;2013;590046538;590046512;NIV2;;32;12;;;4;2175;104;326;23;0;0;0;0;8491;2990;0;0;1644;7473;295;1701;3;1618;1;26;12;0;10913;3853;380;18;0;1;809;;477;52;;8;0;0
PERINAT;2013;590052056;590051801;NIV2;;25;6;;;3;1314;59;132;0;0;0;0;0;5712;1363;0;0;956;4771;188;1251;4;937;0;19;2;0;;1351;;9;0;0;;;;;;1;0;0
PERINAT;2013;590780268;590053955;NIV2;;54;6;;;4;2769;236;313;13;0;0;0;0;12377;2033;0;0;2252;11631;500;3309;0;2214;1;38;7;0;;;;9;0;0;;;;;;4;1;714
PERINAT;2013;590782298;590000675;NIV1;;32;;;;4;1583;130;0;0;0;0;0;0;6699;0;0;0;1027;5390;270;1707;1;1020;0;7;6;0;;;;6;0;0;;;;;;5;1;413
PERINAT;2013;590782553;590000741;NIV1;;41;;;;6;2472;188;0;0;0;0;0;0;9717;0;0;0;1909;8833;361;1893;1;1887;0;22;9;0;;;;13;0;0;;;;;;2;0;0
PERINAT;2013;590791562;590782421;NIV2;;59;20;6;0;6;3599;221;601;57;233;27;0;0;14159;6681;2916;0;2726;12508;437;2973;14;2687;2;39;13;0;4382;8666;1646;293;0;1;1274;1224;631;650;6;3;0;0
PERINAT;2013;590796975;590780193;NIV3;;;;;;;76;3;0;0;0;0;0;0;703;0;0;0;39;535;22;372;1;36;0;3;1;0;;;;1;8;;;;;;;1;0;0
PERINAT;2013;590797353;590051801;NIV2;;36;15;6;;4;3127;517;615;30;205;9;0;0;11084;5146;1908;0;2086;9782;304;2105;8;2063;1;23;12;0;16755;20907;;32;0;0;;;;;;11;0;0
PERINAT;2013;590804696;590781902;NIV2;INT;37;6;;;5;2602;355;268;28;0;0;0;0;9537;1785;0;0;1845;8754;235;1439;1;1830;0;15;8;0;8193;5784;70;38;0;1;615;605;371;59;2;1;0;0
PERINAT;2013;590813382;590000386;NIV1;;34;;;;4;1680;75;0;0;0;0;0;0;5883;0;0;0;1421;5371;282;1307;0;1407;0;14;7;0;;;;19;0;0;;;;;;7;0;0
PERINAT;2013;590813507;590000485;NIV1;;21;;;;3;1481;120;0;0;0;0;0;0;5808;0;0;0;939;4762;304;1986;0;934;0;5;6;0;;;;9;0;1;111;128;;111;;2;0;0
PERINAT;2013;590816310;590000048;NIV1;;33;0;0;0;;1754;139;0;0;0;0;0;0;6449;0;0;0;1281;5465;229;1280;0;1278;0;3;5;0;;;;11;0;0;;0;;;;0;0;0
PERINAT;2013;590817839;590053955;NIV1;;30;;;;5;1344;115;0;0;0;0;0;0;5088;0;0;0;858;4258;203;1301;0;848;2;10;8;0;;;;5;0;0;;;;;;3;0;0
PERINAT;2013;600000053;600101984;NIV2;;36;6;;;5;2828;698;204;1;0;0;0;0;10085;1437;0;0;1915;9405;396;2503;0;1890;0;25;18;0;4809;1519;0;27;0;1;289;250;231;;;8;1;229
PERINAT;2013;600000186;600100648;NIV1;;12;0;0;0;2;620;74;0;0;0;0;0;0;2380;0;0;0;431;2023;66;395;0;429;0;2;6;0;254;3633;13;11;0;1;165;168;124;8;0;13;0;0
PERINAT;2013;600000194;600100713;NIV2;;42;15;6;;5;2982;125;418;25;100;14;0;0;14014;4108;892;0;2393;12544;467;3205;2;2358;2;35;22;0;24589;3853;1786;23;3;1;604;559;318;286;;9;0;0
PERINAT;2013;600000285;600100721;;;0;0;0;;0;0;0;5;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;1;55;;55;0;1;0;0;0
PERINAT;2013;600000467;600101984;NIV3;INT;40;20;8;2;4;2403;313;505;15;136;13;85;7;10999;4363;1505;565;1712;9202;320;2549;6;1670;0;42;21;0;1380;2325;0;25;0;1;374;356;247;20;;7;0;0
PERINAT;2013;600100754;600000228;NIV1;;21;;;;;1603;135;0;0;0;0;0;0;6031;0;0;0;1310;5583;225;1175;0;1297;0;13;4;0;;;;26;0;0;;;;;;9;0;0
PERINAT;2013;600113476;600100721;NIV2;;29;9;6;;;1942;80;479;15;296;13;0;0;9246;3699;1468;0;1457;7582;319;2279;6;1430;1;27;9;0;;;;12;10;1;357;;294;;1;6;0;0
PERINAT;2013;610000044;610780074;NIV1;;12;;;;3;830;109;0;0;0;0;0;0;3498;0;0;0;479;2669;150;978;0;477;0;2;1;0;4086;4142;43;1;0;1;106;129;62;6;0;7;0;0
PERINAT;2013;610000051;610780082;NIV2;EXT;19;6;;;4;1508;133;180;4;0;0;0;0;5176;1291;0;0;1111;4587;180;906;0;1096;1;15;3;0;15659;7183;98;24;0;1;265;286;192;20;0;1;0;0
PERINAT;2013;610000069;610780090;NIV1;;15;;;;3;857;92;0;0;0;0;0;0;3071;0;0;0;561;2698;108;699;0;555;0;6;4;0;9797;1107;18;5;0;1;118;95;89;4;0;4;0;0
PERINAT;2013;610000119;610780165;NIV2;;20;8;;;3;1352;155;222;8;0;0;0;0;5599;1592;0;0;995;5035;159;1106;1;984;1;11;4;0;;;;6;0;1;196;212;113;8;;4;0;0
PERINAT;2013;610780116;610790594;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1848;390;85;;;0;;;;;;0;0;
PERINAT;2013;620000034;620100057;NIV3;;42;24;11;8;5;3239;513;720;44;386;16;331;17;13022;7555;3280;2728;2220;11075;443;2898;63;2162;1;58;13;0;6180;4818;313;142;194;1;863;826;547;83;;6;0;0
PERINAT;2013;620000224;620100651;NIV2;;22;6;;;4;1703;305;117;4;0;0;0;0;6368;1229;0;0;1064;5449;219;1281;3;1052;0;12;6;0;;;;8;0;1;456;497;258;9;;13;0;0
PERINAT;2013;620000257;620100685;NIV3;;56;24;12;8;6;3339;111;532;7;477;9;325;19;14942;6630;3495;2991;2637;12877;502;3646;5;2571;3;66;47;0;24576;128;3022;41;0;1;818;768;303;;;25;1;540
PERINAT;2013;620000323;620101337;NIV3;;42;22;14;11;5;3082;351;870;14;352;9;370;23;13780;8456;3785;4632;2186;11845;429;3550;65;2131;2;55;24;0;20723;5720;215;162;205;1;285;289;62;76;1;20;0;0
PERINAT;2013;620000349;620101360;NIV2;;36;6;;;;2264;221;244;20;0;0;0;0;9276;1403;0;0;1472;8054;283;1995;0;1442;0;30;8;0;;;;13;0;1;528;310;;;;3;0;0
PERINAT;2013;620000653;620103440;NIV2;;33;15;3;;6;1624;218;302;17;105;13;0;0;6780;3293;826;0;1198;6161;251;1811;7;1188;0;10;9;0;14955;5347;58;11;0;1;677;651;539;50;;2;0;0
PERINAT;2013;620003202;620103432;NIV2;;23;4;0;0;3;1410;97;168;15;0;0;0;0;5533;852;0;0;1094;5018;210;1260;1;1082;0;12;9;0;13840;29215;;12;0;1;280;268;169;41;1;5;0;0
PERINAT;2013;620003350;620001834;NIV1;;25;;;;3;1736;153;0;0;0;0;0;0;6442;0;0;0;1307;5827;294;1587;0;1299;0;8;7;0;;;844;18;0;0;;;;;;1;0;0
PERINAT;2013;620025346;620001834;NIV1;;24;;;;3;1604;208;0;0;0;0;0;0;5270;0;0;0;1074;4556;131;729;0;1060;1;14;5;0;6774;5151;;10;0;0;;;;;;2;0;0
PERINAT;2013;620100099;620014779;NIV1;;21;;;;4;1261;120;0;0;0;0;0;0;5154;0;0;0;975;4662;187;1071;0;971;0;4;4;0;;;;13;0;0;;;;;;0;0;0
PERINAT;2013;620100735;620000265;NIV1;;40;;;;4;1484;113;0;0;0;0;0;0;6053;0;0;0;947;4552;300;1700;0;941;0;6;3;0;;;;11;0;1;14;14;2;;;1;0;0
PERINAT;2013;620118513;620002915;NIV1;;30;;;;4;1493;27;0;0;0;0;0;0;6783;0;0;0;1139;5797;251;1714;0;1125;0;14;8;0;;;;8;0;0;;;;;;9;1;164
PERINAT;2013;630000412;630780997;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;396;1289;93;;;1;14;7;14;14;0;0;0;
PERINAT;2013;630000420;630781003;NIV1;;18;;;;;897;85;0;0;0;0;0;0;3568;0;0;0;664;3259;110;631;0;661;0;3;4;0;1470;2803;10;9;0;1;270;233;191;;;5;0;0
PERINAT;2013;630000446;630781029;NIV1;;11;;;;2;634;34;0;0;0;0;0;0;2625;0;0;0;474;2262;86;547;0;469;1;5;3;0;1019;2333;181;11;0;1;114;109;70;44;;5;0;0
PERINAT;2013;630781268;630780989;NIV3;;72;21;12;10;9;4709;348;507;4;237;0;404;26;22242;10711;3923;3041;3598;19631;655;5090;4;3493;5;105;45;0;53796;16116;;32;0;1;1186;1096;285;89;5;52;1;610
PERINAT;2013;630781839;630000826;NIV2;;71;6;;;6;2974;463;179;16;0;0;0;0;12121;1227;0;0;2117;10819;433;2948;1;2080;1;37;8;0;;;;7;0;1;278;207;157;;;39;1;344
PERINAT;2013;640000162;640780417;NIV3;EXT;35;10;4;6;5;2800;144;489;49;181;3;104;1;11628;3355;1566;1649;2198;10088;291;2218;25;2149;4;49;21;0;7731;4282;;140;305;1;656;694;235;47;1;18;0;0
PERINAT;2013;640000402;640780813;NIV1;;14;;;;2;468;62;0;0;0;0;0;0;1667;0;0;0;344;1527;57;348;0;344;0;0;2;0;3384;1653;1422;34;0;1;46;57;26;21;2;0;0;0
PERINAT;2013;640000600;640781290;NIV3;;30;11;3;6;4;1939;153;245;10;53;0;147;12;8533;3075;1024;1580;1433;7026;296;2205;42;1404;2;29;12;0;11409;3940;251;140;0;1;663;684;204;51;0;18;0;0
