BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2013;020000097;020000048;M3020;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;020000097;020000048;M3040;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2013;020000097;020000048;M3050;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;020000097;020000048;M9999;5;2;7;;;;;;7;2;;5;1;;3;;;;14;9;
Q20;2013;020000105;020000055;M1000;;1;6;3;;;;;1.02;1.58;;0.46;;;2.14;;;;10;2.6;
Q20;2013;020000105;020000055;M1010;;1;2;2;;;;;0.3;1.51;;0.46;;;1.35;;;;5;1.81;
Q20;2013;020000105;020000055;M1040;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000105;020000055;M1070;;;;1;;;;;;0.07;;;;;0.07;;;;1;0.07;
Q20;2013;020000105;020000055;M1160;;;1;;;;;;0.42;;;;;;0.42;;;;1;0.42;
Q20;2013;020000105;020000055;M1190;;;2;;;;;;0.2;;;;;;0.2;;;;2;0.2;
Q20;2013;020000105;020000055;M2030;;;1;;;;;;0.07;;;;;;0.07;;;;1;0.07;
Q20;2013;020000105;020000055;M2050;;;;1;;;;;;0.05;;;;;0.05;;;;1;0.05;
Q20;2013;020000105;020000055;M2070;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000105;020000055;M2100;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000105;020000055;M3040;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2013;020000105;020000055;M3050;;;1;;;;;;0.42;;;0.42;;;;;;;1;0.42;
Q20;2013;020000105;020000055;M3070;;;2;;;;;;0.04;;;;;;0.04;;;;2;0.04;
Q20;2013;020000105;020000055;M9999;;1;13;4;;;;;1.95;1.63;;0.88;;;2.7;;3.58;0.43;18;3.58;
Q20;2013;020000162;020000063;M1000;58;33;19;22;0;0;0;0;64.75;39.18;0;70.9;12.42;0;10.59;10.02;;;132;103.93;0
Q20;2013;020000162;020000063;M1010;4;2;1;2;0;0;0;0;4.6;2.9;0;1;3.42;0;2;1.08;;;9;7.5;0
Q20;2013;020000162;020000063;M1020;0;3;1;2;0;0;0;0;0.2;3.9;0;2.8;1;0;0.2;0.1;;;6;4.1;0
Q20;2013;020000162;020000063;M1030;5;1;3;0;0;0;0;0;7.26;1;0;7.1;0.83;0;0.2;0.13;;;9;8.26;0
Q20;2013;020000162;020000063;M1031;3;0;0;0;0;0;0;0;3.33;0;0;3.33;0;0;0;0;;;3;3.33;0
Q20;2013;020000162;020000063;M1040;6;1;1;2;0;0;0;0;6.52;2;0;6.8;0;0;0.3;1.42;;;10;8.52;0
Q20;2013;020000162;020000063;M1050;0;0;1;0;0;0;0;0;0.05;0;0;0;0;0;0.05;0;;;1;0.05;0
Q20;2013;020000162;020000063;M1070;3;1;0;1;0;0;0;0;3;1.2;0;4;0;0;0.2;0;;;5;4.2;0
Q20;2013;020000162;020000063;M1090;1;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0;;;2;2;0
Q20;2013;020000162;020000063;M1100;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2013;020000162;020000063;M1110;6;1;0;0;0;0;0;0;6;1;0;4;2.17;0;0.83;0;;;7;7;0
Q20;2013;020000162;020000063;M1120;3;0;3;0;0;0;0;0;4.07;0;0;2;0;0;1.32;0.75;;;6;4.07;0
Q20;2013;020000162;020000063;M1130;3;2;1;0;0;0;0;0;3.44;1.58;0;3.25;0.58;0;0.19;1;;;6;5.02;0
Q20;2013;020000162;020000063;M1140;4;6;1;5;0;0;0;0;4.27;8.08;0;7.65;2.83;0;0.82;1.05;;;16;12.35;0
Q20;2013;020000162;020000063;M1150;3;1;0;0;0;0;0;0;3;1;0;4;0;0;0;0;;;4;4;0
Q20;2013;020000162;020000063;M1160;1;1;4;2;0;0;0;0;2;2.3;0;2.3;0;0;2;0;;;8;4.3;0
Q20;2013;020000162;020000063;M1170;2;1;0;0;0;0;0;0;2;1;0;2.67;0;0;0;0.33;;;3;3;0
Q20;2013;020000162;020000063;M1180;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;1;1;0
Q20;2013;020000162;020000063;M1190;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;;1;1;0
Q20;2013;020000162;020000063;M1200;9;6;2;2;0;0;0;0;9;3.7;0;6.98;0.42;0;1.47;3.83;;;19;12.7;0
Q20;2013;020000162;020000063;M1320;4;4;1;6;0;0;0;0;4.01;6.52;0;9.02;0.17;0;1.01;0.33;;;15;10.53;0
Q20;2013;020000162;020000063;M2030;8;1;0;0;0;0;0;0;7.41;1;0;7.25;0.83;0;0;0.33;;;9;8.41;0
Q20;2013;020000162;020000063;M2050;5;3;0;2;0;0;0;0;5;3.77;0;7.17;0.83;0;0.6;0.17;;;10;8.77;0
Q20;2013;020000162;020000063;M2070;2;1;0;0;0;0;0;0;2;1;0;1;1.83;0;0.17;0;;;3;3;0
Q20;2013;020000162;020000063;M2080;1;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0;;;2;2;0
Q20;2013;020000162;020000063;M2100;2;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;;;2;2;0
Q20;2013;020000162;020000063;M2120;3;0;0;0;0;0;0;0;2.34;0;0;2.17;0;0;0.17;0;;;3;2.34;0
Q20;2013;020000162;020000063;M2130;3;0;0;0;0;0;0;0;1.92;0;0;1;0.75;0;0;0.17;;;3;1.92;0
Q20;2013;020000162;020000063;M3011;2;1;0;0;0;0;0;0;2;1;0;3;0;0;0;0;;;3;3;0
Q20;2013;020000162;020000063;M3012;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;;;1;1;0
Q20;2013;020000162;020000063;M3040;2;1;0;0;0;0;0;0;1.58;1;0;2;0;0;0;0.58;;;3;2.58;0
Q20;2013;020000162;020000063;M3050;2;7;0;1;0;0;0;0;1.15;7.52;0;7.25;1.17;0;0;0.25;;;10;8.67;0
Q20;2013;020000162;020000063;M3060;1;2;0;0;0;0;0;0;0.1;1;0;0;0;0;0;1.1;;;3;1.1;0
Q20;2013;020000162;020000063;M3070;0;0;2;0;0;0;0;0;0.6;0;0;0;0;0;0.6;0;;;2;0.6;0
Q20;2013;020000162;020000063;M9999;90;50;21;25;0;0;0;0;92.85;56.47;0;105.74;17.83;0;13.13;12.62;149.32;9;186;149.32;0
Q20;2013;020000246;020000071;M1000;1;;5;1;;;;;3.6;0.1;;;;;3.7;;;;7;3.7;
Q20;2013;020000246;020000071;M1010;;;2;;;;;;2;;;;;;2;;;;2;2;
Q20;2013;020000246;020000071;M1070;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M1100;;;1;;;;;;0.4;;;;;;0.4;;;;1;0.4;
Q20;2013;020000246;020000071;M1140;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M1180;1;;;;;;;;1;;;;;;1;;;;1;1;
Q20;2013;020000246;020000071;M1190;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M2010;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M2030;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M2070;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M2080;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M2100;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000246;020000071;M3050;;;;1;;;;;;0.42;;;;;;0.42;;;1;0.42;
Q20;2013;020000246;020000071;M9999;1;;10;2;;;;;4.1;0.52;;;;;4.2;0.42;3.62;0;13;4.62;
Q20;2013;020000303;750814030;M1000;10;3;5;1;;;1;;13.16;4.19;;;;;;;;;19;17.35;1
Q20;2013;020000303;750814030;M1010;2;1;1;;;;;;2.76;1.83;;;;;;;;;4;4.59;
Q20;2013;020000303;750814030;M1040;;;1;1;;;;;0.14;0.36;;;;;;;;;2;0.5;
Q20;2013;020000303;750814030;M1070;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;020000303;750814030;M1100;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;020000303;750814030;M1150;2;;;;;;;;2;;;;;;;;;;2;2;
Q20;2013;020000303;750814030;M1160;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;020000303;750814030;M1180;1;1;1;;;;;;1.55;1;;;;;;;;;3;2.55;
Q20;2013;020000303;750814030;M1190;;;2;;;;;;1.71;;;;;;;;;;2;1.71;
Q20;2013;020000303;750814030;M1320;3;1;;;;;;;3;1;;;;;;;;;4;4;
Q20;2013;020000303;750814030;M2070;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;020000303;750814030;M3011;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;020000303;750814030;M3020;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;020000303;750814030;M3040;;;1;;;;;;0.8;;;;;;;;;;1;0.8;
Q20;2013;020000303;750814030;M3050;1;1;;;;;;;0.09;1;;;;;;;;;2;1.09;
Q20;2013;020000303;750814030;M9999;11;5;6;1;;;3;1;14.05;6.19;;;;;;;21.07;0.5;23;20.24;4
Q20;2013;020000311;020000550;M3000;;;;1;;;;;;0.33;;;;;;;;;1;0.33;
Q20;2013;020000311;020000550;M3050;;;;1;;;;;;0.33;;;;;;;;;1;0.33;
Q20;2013;020000311;020000550;M9999;;;;1;;;;;;0.33;;;;;;;;;1;0.33;
Q20;2013;020000360;020014742;M1000;;;;;1;1;11;;;;;;;;;;;;;;13
Q20;2013;020000360;020014742;M1030;;;;;1;1;;;;;;;;;;;;;;;2
Q20;2013;020000360;020014742;M1040;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;020000360;020014742;M1090;;;;;;;4;;;;;;;;;;;;;;4
Q20;2013;020000360;020014742;M1120;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;020000360;020014742;M1150;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;020000360;020014742;M2010;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;020000360;020014742;M2020;;;;;;;5;;;;;;;;;;;;;;5
Q20;2013;020000360;020014742;M2030;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;020000360;020014742;M2040;;;;;;1;;;;;;;;;;;;;;;1
Q20;2013;020000360;020014742;M2070;;;;;;;3;;;;;;;;;;;;;;3
Q20;2013;020000360;020014742;M2080;;;;;;;6;;;;;;;;;;;;;;6
Q20;2013;020000360;020014742;M2100;;;;;1;;1;;;;;;;;;;;;;;2
Q20;2013;020000360;020014742;M3050;;1;;;;;;;;0.67;;;;;;;;;1;0.67;
Q20;2013;020000360;020014742;M3070;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2013;020000360;020014742;M9999;;1;;1;4;2;28;1;;0.77;;;;;;;;;2;0.77;35
Q20;2013;020000386;020000600;M1000;;;1;1;;;1;;0.1;0.13;;;;;;;;;2;0.23;1
Q20;2013;020000386;020000600;M1010;;;1;1;;;1;;0.1;0.13;;;;;;;;;2;0.23;1
Q20;2013;020000386;020000600;M3020;;;;1;4;1;;;;0.07;;;;;;;;;1;0.07;5
Q20;2013;020000386;020000600;M3050;;;;1;;;;;;0.89;;;;;;;;;1;0.89;
Q20;2013;020000386;020000600;M9999;;;1;3;4;1;1;;0.1;1.09;;;;;;;;;4;1.19;6
Q20;2013;020000394;020000253;M1000;38;17;13;7;0;0;0;0;45.33;19.01;0;34.96;0.67;0;17.7;11.02;;;75;64.34;0
Q20;2013;020000394;020000253;M1010;12;3;2;3;0;0;0;0;13.64;5.49;0;10.06;0.12;0;2.09;6.87;;;20;19.13;0
Q20;2013;020000394;020000253;M1030;6;1;1;0;0;0;0;0;7;1;0;6;0;0;2;0;;;8;8;0
Q20;2013;020000394;020000253;M1031;2;1;0;0;0;0;0;0;2.75;1.07;0;2.75;0;0;1;0.07;;;3;3.82;0
Q20;2013;020000394;020000253;M1040;1;3;3;1;0;0;0;0;1.88;3.15;0;1.65;0;0;2.38;1;;;8;5.03;0
Q20;2013;020000394;020000253;M1070;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;;1;1;0
Q20;2013;020000394;020000253;M1090;4;1;0;0;0;0;0;0;3.17;1;0;3;0.5;0;0.17;0.5;;;5;4.17;0
Q20;2013;020000394;020000253;M1100;3;2;0;0;0;0;0;0;3;1.39;0;3;0.05;0;1.34;0;;;5;4.39;0
Q20;2013;020000394;020000253;M1110;2;0;0;0;0;0;0;0;2;0;0;1;0;0;1;0;;;2;2;0
Q20;2013;020000394;020000253;M1120;0;0;1;1;0;0;0;0;0.2;0.2;0;0;0;0;0.4;0;;;2;0.4;0
Q20;2013;020000394;020000253;M1130;1;0;2;0;0;0;0;0;0.83;0;0;0;0;0;0.5;0.33;;;3;0.83;0
Q20;2013;020000394;020000253;M1140;2;3;1;2;0;0;0;0;3;3.33;0;3.42;0;0;2.13;0.78;;;8;6.33;0
Q20;2013;020000394;020000253;M1150;0;0;1;0;0;0;0;0;0.1;0;0;0;0;0;0.1;0;;;1;0.1;0
Q20;2013;020000394;020000253;M1160;3;0;1;0;0;0;0;0;4.67;0;0;1;0;0;3.2;0.47;;;4;4.67;0
Q20;2013;020000394;020000253;M1180;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0.01;0;;;0;0.01;0
Q20;2013;020000394;020000253;M1190;0;2;0;0;0;0;0;0;0;2;0;2;0;0;0;0;;;2;2;0
Q20;2013;020000394;020000253;M1200;1;1;1;0;0;0;0;0;2.08;0.38;0;0.08;0;0;1.38;1;;;3;2.46;0
Q20;2013;020000394;020000253;M2010;4;0;0;0;0;0;0;0;4;0;0;3;1;0;0;0;;;4;4;0
Q20;2013;020000394;020000253;M2030;4;0;0;0;0;0;0;0;4;0;0;3;0;0;0;1;;;4;4;0
Q20;2013;020000394;020000253;M2050;7;0;1;0;0;0;0;0;7.39;0;0;3;0;0;2.83;1.56;;;8;7.39;0
Q20;2013;020000394;020000253;M2070;0;2;1;0;0;0;0;0;1;2;0;1;2;0;0;0;;;3;3;0
Q20;2013;020000394;020000253;M2080;0;0;3;0;0;0;0;0;3;0;0;3;0;0;0;0;;;3;3;0
Q20;2013;020000394;020000253;M2100;2;0;1;0;0;0;0;0;1.76;0;0;1;0.17;0;0.1;0.5;;;3;1.76;0
Q20;2013;020000394;020000253;M2110;0;0;1;0;0;0;0;0;0.5;0;0;0;0;0;0;0.5;;;1;0.5;0
Q20;2013;020000394;020000253;M3012;2;0;0;0;0;0;0;0;2.83;0;0;1.83;0;0;0.5;0.5;;;2;2.83;0
Q20;2013;020000394;020000253;M3040;0;0;0;0;0;0;0;0;0.71;0;0;0.69;0;0;0;0.02;;;0;0.71;0
Q20;2013;020000394;020000253;M3050;1;3;0;0;0;0;0;0;0.08;3;0;2.42;0;0;0;0.66;;;4;3.08;0
Q20;2013;020000394;020000253;M3060;0;1;2;1;0;0;0;0;1.77;1.13;0;2.69;0;0;0;0.21;;;4;2.9;0
Q20;2013;020000394;020000253;M9999;58;23;22;8;0;0;0;0;72.37;25.14;0;56.59;3.84;0;21.13;15.97;101.72;1;111;97.51;0
Q20;2013;020000519;020000261;M1000;50;32;12;4;;;1;1;53.73;32.33;;46.39;6;;22.18;11.49;;;98;86.06;2
Q20;2013;020000519;020000261;M1010;7;4;3;1;;;;;7.27;4;;7.27;;;3;1;;;15;11.27;
Q20;2013;020000519;020000261;M1030;3;2;1;;;;;;3.5;2.5;;4;;;1;1;;;6;6;
Q20;2013;020000519;020000261;M1031;2;1;;;;;;;2;1;;1;;;1;1;;;3;3;
Q20;2013;020000519;020000261;M1040;6;;;;;;1;1;6;;;2;;;4;;;;6;6;2
Q20;2013;020000519;020000261;M1070;2;1;;;;;;;2;1;;1;;;1;1;;;3;3;
Q20;2013;020000519;020000261;M1090;2;2;1;1;;;;;2.75;1.63;;3;;;1.38;;;;6;4.38;
Q20;2013;020000519;020000261;M1110;2;3;1;;;;;;2.12;3;;2.12;2;;;1;;;6;5.12;
Q20;2013;020000519;020000261;M1120;;4;;;;;;;;4;;2;;;;2;;;4;4;
Q20;2013;020000519;020000261;M1130;1;1;;;;;;;1;1;;1;;;1;;;;2;2;
Q20;2013;020000519;020000261;M1140;3;4;;1;;;;;3;4.5;;7.5;;;;;;;8;7.5;
Q20;2013;020000519;020000261;M1150;2;3;1;;;;;;2.2;3;;1;2;;2.2;;;;6;5.2;
Q20;2013;020000519;020000261;M1160;3;2;;1;;;;;3;2.2;;2;;;2;1.2;;;6;5.2;
Q20;2013;020000519;020000261;M1200;13;3;4;;;;;;14.79;2.5;;7.5;2;;4.5;3.29;;;20;17.29;
Q20;2013;020000519;020000261;M1320;4;2;;;;;;;4;2;;5;;;1;;;;6;6;
Q20;2013;020000519;020000261;M1330;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000519;020000261;M2010;4;1;;;;;;;4;1;;4;;;;1;;;5;5;
Q20;2013;020000519;020000261;M2020;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2013;020000519;020000261;M2030;5;;;;;;;;5;;;3;;;2;;;;5;5;
Q20;2013;020000519;020000261;M2050;7;2;1;1;;;;;7.5;2.5;;6;2;;1;1;;;11;10;
Q20;2013;020000519;020000261;M2060;;;5;;;;;;0.32;;;;;;;0.32;;;5;0.32;
Q20;2013;020000519;020000261;M2070;1;;1;;;;;;1.5;;;0.5;;;1;;;;2;1.5;
Q20;2013;020000519;020000261;M2080;1;;1;;;;;;1.4;;;1.4;;;;;;;2;1.4;
Q20;2013;020000519;020000261;M2100;1;;2;;;;;;2;;;1.8;;;0.2;;;;3;2;
Q20;2013;020000519;020000261;M3012;;5;;;;;;;;5;;4;1;;;;;;5;5;
Q20;2013;020000519;020000261;M3020;;;;1;;;1;;;0.6;;;;;0.6;;;;1;0.6;1
Q20;2013;020000519;020000261;M3030;;;1;;;;;;0.2;;;;;;;0.2;;;1;0.2;
Q20;2013;020000519;020000261;M3040;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;020000519;020000261;M3050;;3;;1;;;;;;3.8;;3.8;;;;;;;4;3.8;
Q20;2013;020000519;020000261;M3060;1;;;;;;;;1;;;;;;;1;;;1;1;
Q20;2013;020000519;020000261;M3070;;1;;;;;;;;1;;;;;;1;;;1;1;
Q20;2013;020000519;020000261;M9999;71;44;24;7;;;2;1;78.25;46.23;;72.49;9;;26.98;16.01;123.5;0.9;146;124.48;3
Q20;2013;020000535;020000287;M1000;19;9;14;1;;;5;1;26.39;9.33;;15.1;4.64;;8.35;7.63;;;43;35.72;6
Q20;2013;020000535;020000287;M1010;13;6;2;;;;1;;14.12;6.23;;4.23;4.64;;7.35;4.13;;;21;20.35;1
Q20;2013;020000535;020000287;M1030;;;2;;;;1;;1.53;;;1.53;;;;;;;2;1.53;1
Q20;2013;020000535;020000287;M1040;2;;2;;;;;1;2.3;;;2;;;0.3;;;;4;2.3;1
Q20;2013;020000535;020000287;M1050;;;1;;;;1;;0.2;;;;;;0.2;;;;1;0.2;1
Q20;2013;020000535;020000287;M1070;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;020000535;020000287;M1090;;1;;;;;2;;;1;;;;;;1;;;1;1;2
Q20;2013;020000535;020000287;M1100;;1;;;;;;;0.64;1;;1.64;;;;;;;1;1.64;
Q20;2013;020000535;020000287;M1140;1;1;;;;;;;1;1;;1;;;;1;;;2;2;
Q20;2013;020000535;020000287;M1150;3;;1;;;;;;3.6;;;2.6;;;;1;;;4;3.6;
Q20;2013;020000535;020000287;M1160;;;5;;;;;;2.9;;;2.1;;;0.3;0.5;;;5;2.9;
Q20;2013;020000535;020000287;M1200;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2013;020000535;020000287;M2010;3;;1;;;;;;2.6;;;1.5;;;0.1;1;;;4;2.6;
Q20;2013;020000535;020000287;M2030;2;;;;;;1;;2;;;2;;;;;;;2;2;1
Q20;2013;020000535;020000287;M2050;4;1;1;;;;;;5.35;1;;4.35;0.25;;1.75;;;;6;6.35;
Q20;2013;020000535;020000287;M2070;;;2;1;;;2;;0.7;0.1;;0.7;;;0.1;;;;3;0.8;2
Q20;2013;020000535;020000287;M2080;;;3;1;;;2;;0.9;0.2;;0.8;;;0.3;;;;4;1.1;2
Q20;2013;020000535;020000287;M2120;2;;;;;;;;1.33;;;;;;0.08;1.25;;;2;1.33;
Q20;2013;020000535;020000287;M3011;1;;;;;;;;1.83;;;1.83;;;;;;;1;1.83;
Q20;2013;020000535;020000287;M3030;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;020000535;020000287;M3040;;;;;;;;;0.5;;;0.5;;;;;;;;0.5;
Q20;2013;020000535;020000287;M3050;1;1;;;;;;;0.42;1;;1.42;;;;;;;2;1.42;
Q20;2013;020000535;020000287;M3060;;;1;;;;;;0.5;;;;;;;0.5;;;1;0.5;
Q20;2013;020000535;020000287;M3070;;;2;;;;;;0.72;;;;;;0.05;0.67;;;2;0.72;
Q20;2013;020000535;020000287;M9999;32;11;24;3;;;10;2;43.24;11.63;;28.2;4.89;;10.73;11.05;98.4;2.1;70;54.87;12
Q20;2013;020000543;020000295;M1000;12;7;2;4;;;;;12.7;8.3;;3;;;17.5;0.5;;;25;21;
Q20;2013;020000543;020000295;M1010;12;7;;2;;;;;12;8;;3;;;16.5;0.5;;;21;20;
Q20;2013;020000543;020000295;M1120;;;;2;;;;;;0.3;;;;;0.3;;;;2;0.3;
Q20;2013;020000543;020000295;M1160;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2013;020000543;020000295;M1200;;;1;;;;;;0.5;;;;;;0.5;;;;1;0.5;
Q20;2013;020000543;020000295;M3020;24;12;5;1;;;;;24.9;11.4;;32;;;1.9;2.4;;;42;36.3;
Q20;2013;020000543;020000295;M3040;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2013;020000543;020000295;M3050;;1;;2;;;;;;2.1;;1.5;;;;0.6;;;3;2.1;
Q20;2013;020000543;020000295;M9999;36;21;7;7;;;;;37.6;22.8;;37.5;;;19.4;3.5;60.4;;71;60.4;
Q20;2013;020000683;020002085;M1000;1;;2;;;;;;1.06;;;0.5;;;0.41;0.15;;;3;1.06;
Q20;2013;020000683;020002085;M1010;1;;2;;;;;;1.06;;;0.5;;;0.41;0.15;;;3;1.06;
Q20;2013;020000683;020002085;M3050;;;;1;;;;;;0.5;;;;;0.5;;;;1;0.5;
Q20;2013;020000683;020002085;M9999;1;;2;1;;;;;1.06;0.5;;0.5;;;0.91;0.15;1.2;0;4;1.56;
Q20;2013;020000915;020003620;M1000;5;5;2;;;;;;5.31;4.3;;5.18;1;;2;1.43;;;12;9.61;
Q20;2013;020000915;020003620;M1010;1;4;;;;;;;1;4;;1;1;;2;1;;;5;5;
Q20;2013;020000915;020003620;M1070;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2013;020000915;020003620;M1180;1;1;1;;;;;;1.2;0.3;;1.5;;;;;;;3;1.5;
Q20;2013;020000915;020003620;M1190;1;;;;;;;;1.08;;;1.08;;;;;;;1;1.08;
Q20;2013;020000915;020003620;M1200;1;;;;;;;;0.43;;;;;;;0.43;;;1;0.43;
Q20;2013;020000915;020003620;M1320;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;020000915;020003620;M3040;;;;;;;;;;0.5;;0.5;;;;;;;;0.5;
Q20;2013;020000915;020003620;M3050;;;1;1;;;;;0.2;0.8;;1;;;;;;;2;1;
Q20;2013;020000915;020003620;M3070;;;;;;;;;;0.2;;0.2;;;;;;;;0.2;
Q20;2013;020000915;020003620;M9999;5;5;3;1;;;;;5.51;5.8;;6.88;1;;2;1.43;11.1;0.45;14;11.31;
Q20;2013;020001061;020004404;M1000;22;14;13;4;;;6;1;29.4;14.84;;17.22;;;16;11.02;;;53;44.24;7
Q20;2013;020001061;020004404;M1010;11;1;3;0;;;;;12.65;1;;3.6;;;6.64;3.41;;;15;13.65;
Q20;2013;020001061;020004404;M1030;4;1;;;;;;;1.8;0.2;;1.4;;;0.4;0.2;;;5;2;
Q20;2013;020001061;020004404;M1031;1;;1;;;;;;3.67;0.8;;1;;;2.4;1.07;;;2;4.47;
Q20;2013;020001061;020004404;M1040;1;2;3;1;;;3;1;2.4;2.45;;2.65;;;1.6;0.6;;;7;4.85;4
Q20;2013;020001061;020004404;M1070;;2;;;;;;;;2;;1;;;;1;;;2;2;
Q20;2013;020001061;020004404;M1090;1;1;1;1;;;2;;1.6;1.2;;0.6;;;1.2;1;;;4;2.8;2
Q20;2013;020001061;020004404;M1110;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2013;020001061;020004404;M1120;;1;1;;;;;;0.3;1;;;;;0.3;1;;;2;1.3;
Q20;2013;020001061;020004404;M1130;;;;1;;;;;;0.03;;;;;0.03;;;;1;0.03;
Q20;2013;020001061;020004404;M1140;1;1;2;;;;;;1.81;1.22;;1;;;0.53;1.5;;;4;3.03;
Q20;2013;020001061;020004404;M1150;1;2;;;;;1;;1.52;1.84;;1.52;;;1.6;0.24;;;3;3.36;1
Q20;2013;020001061;020004404;M1160;1;2;1;;;;;;2.45;2;;2.45;;;1;1;;;4;4.45;
Q20;2013;020001061;020004404;M1190;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2013;020001061;020004404;M1320;1;1;;;;;;;1;1;;2;;;;;;;2;2;
Q20;2013;020001061;020004404;M2010;2;;;;;;;;2.01;;;2;;;0.01;;;;2;2.01;
Q20;2013;020001061;020004404;M2030;2;;2;;;;;;3.07;;;2.48;;;0.39;0.2;;;4;3.07;
Q20;2013;020001061;020004404;M2050;4;1;1;;;;1;;4.6;1.03;;4.6;;;0.28;0.75;;;6;5.63;1
Q20;2013;020001061;020004404;M2070;;;2;;;;1;;0.52;;;;;;0.42;0.1;;;2;0.52;1
Q20;2013;020001061;020004404;M2080;;;1;;;;1;;0.4;;;0.4;;;;;;;1;0.4;1
Q20;2013;020001061;020004404;M2100;1;;1;;;;;;1.6;;;;;;;1.6;;;2;1.6;
Q20;2013;020001061;020004404;M2130;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;020001061;020004404;M3012;2;;;1;;;;;2;0.65;;2;;;0.38;0.27;;;3;2.65;
Q20;2013;020001061;020004404;M3030;;;2;;;;;;0.28;;;;;;;0.28;;;2;0.28;
Q20;2013;020001061;020004404;M3040;2;;;;;;;;2.06;;;2;;;0.06;;;;2;2.06;
Q20;2013;020001061;020004404;M3050;;2;;;;;;;0.19;2;;2;;;;0.19;;;2;2.19;
Q20;2013;020001061;020004404;M3060;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2013;020001061;020004404;M3070;;;5;;;;;;0.7;;;;;;0.1;0.6;;;5;0.7;
Q20;2013;020001061;020004404;M9999;36;17;28;5;;;9;1;48.43;18.52;;34.3;;;17.64;15.01;70.12;0.11;86;66.95;10
Q20;2013;020001087;020004495;M1000;8;2;18;5;;;;;15.13;3.11;;6.8;;;5.61;5.83;;;33;18.24;
