FI;GRP;RS;FI_ET;RS_ET;BOR;an;FI_EJ
570011205;4;USLD BEL AIR;;;STB;2013;570005165
570011247;4;USLD DU CENTRE FELIX MARECHAL - METZ;;;STB;2013;570005165
570012369;4;ETABLISSEMENT PUBLIC DEPARTEMENTAL DE SANTE DE GORZE;;;STB;2013;570011387
570013367;4;USLD DU CHS DE SARREGUEMINES;;;STB;2013;570000141
570015750;14;HOPITAL DE JOUR ENFANTS;570003129;CATTP -VAN GOGH-;STB;2013;570005165
570015750;14;HOPITAL DE JOUR ENFANTS;570003178;CMP/CATTP ENFANT HAYANGE;STB;2013;570005165
570015750;14;HOPITAL DE JOUR ENFANTS;570013011;CENTRE MEDICO PSYCHOLOGIQUE ADULTES;STB;2013;570005165
570015750;14;HOPITAL DE JOUR ENFANTS;570013029;CENTRE MEDICO PSYCHOLOGIQUE ADULTES;STB;2013;570005165
570015750;14;HOPITAL DE JOUR ENFANTS;570013037;CENTRE MEDICO PSYCHOLOGIQUE ENFANTS;STB;2013;570005165
570015784;4;USLD DE L'HOPITAL SAINT-JOSEPH BITCHE;;;STB;2013;570000158
570016014;4;USLD HOPITAL DE HOFF - CH SARREBOURG;;;STB;2013;570015099
570023309;15;CENTRE MATHILDE SALOMON;;;STB;2013;570023283
570026682;4;CHR METZ-THIONVILLE - HOPITAL DE MERCY;;;STB;2013;570005165
580004836;4;CENTRE COLBERT;;;STB;2013;580780039
580005163;14;CATTP CH NEVERS;;;STB;2013;580780039
580780237;15;CLINIQUE DU CHATEAU DU TREMBLAY;;;STB;2013;580000099
580971646;4;USLD POUGUES-LES-EAUX CH NEVERS;;;STB;2013;580780039
580972610;4;CENTRE HOSPITALIER LES CYGNES LORMES;;;STB;2013;580780054
580972628;4;CTRE CURE MÉD. -PIGNELIN--MOYEN SÉJOUR;;;STB;2013;580780039
580972636;14;CENTRE HOSPITALIER PIERRE LÔO;580005262;H.J. POUR ADULTES NEVERS;STB;2013;580780971
580972636;14;CENTRE HOSPITALIER PIERRE LÔO;580005270;HOPITAL DE JOUR POUR ADULTES-COSNE;STB;2013;580780971
580972636;14;CENTRE HOSPITALIER PIERRE LÔO;580005296;HOPITAL DE JOUR POUR ADULTES-DECIZE;STB;2013;580780971
580972636;14;CENTRE HOSPITALIER PIERRE LÔO;580005668;CH PIERRE LÔO CLINIQUE DU PRE-POITIERS;STB;2013;580780971
580972636;14;CENTRE HOSPITALIER PIERRE LÔO;580005767;C.H PIERRE LOO;STB;2013;580780971
580972644;4;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;;;STB;2013;580781136
580972651;4;CH CHATEAU-CHINON;;;STB;2013;580780047
580972669;4;CH CLAMECY;;;STB;2013;580780070
580972677;4;CH COSNE-COURS-SUR-LOIRE;;;STB;2013;580780088
580972685;4;CH DECIZE;;;STB;2013;580780096
580972693;4;C.H DE L'AGGLOMÉRATION DE NEVERS;;;STB;2013;580780039
580972701;4;USLD CENTRE LUZY;;;STB;2013;580970978
580972719;4;CENTRE DE LONG SÉJOUR ST-PIERRE-LE-M.;;;STB;2013;580780757
590000014;4;CH SOMAIN;590036547;AT ORCHIES CH SOMAIN;STB;2013;590780052
590000014;4;CH SOMAIN;590037677;ATHOS PECQUENCOURT CH SOMAIN;STB;2013;590780052
590000014;4;CH SOMAIN;590040200;AT ANICHE CH SOMAIN;STB;2013;590780052
590000014;4;CH SOMAIN;590040226;CMP ADULTES ORCHIES CH SOMAIN;STB;2013;590780052
590000014;4;CH SOMAIN;590043204;CMP AUBERCHICOURT CH SOMAIN;STB;2013;590780052
590000014;4;CH SOMAIN;590043212;ATHOS ANDRIS CH SOMAIN;STB;2013;590780052
590000014;4;CH SOMAIN;590805859;CMP ADULTES GAMBETTA CH SOMAIN;STB;2013;590780052
590000014;4;CH SOMAIN;590808762;HJ PSY ADULTES ADELE HUGO CH SOMAIN;STB;2013;590780052
590000097;4;CH LA BASSEE;;;STB;2013;590780185
590000105;4;CHR LILLE;590007191;CMP ADULTES HAUBOURDIN 59G08;STB;2013;590780193
590000105;4;CHR LILLE;590791653;USN FONTAN - LINQUETTE CHR LILLE;STB;2013;590780193
590000105;4;CHR LILLE;590805867;CMP ENFANTS HAUBORDIN 59I05;STB;2013;590780193
590000105;4;CHR LILLE;590806006;CMP ENFANTS LILLE 59I05;STB;2013;590780193
590000105;4;CHR LILLE;590806014;CMP ENFANTS SECLIN 59I05;STB;2013;590780193
590000105;4;CHR LILLE;590809000;SMPR LOOS CHR LILLE;STB;2013;590780193
590000105;4;CHR LILLE;590813374;HJ PSY ENFANTS MOZAIQUE CHR LILLE;STB;2013;590780193
590000113;4;GROUPE HOSPITALIER LOOS HAUBOURDIN;;;STB;2013;590053120
590000121;4;CH SECLIN;;;STB;2013;590780227
590000337;4;CH DUNKERQUE;;;STB;2013;590781415
590000428;4;CH CAMBRAI;590006052;HJ PSY ADULTES ORANGERIE CH CAMBRAI;STB;2013;590781605
590000428;4;CH CAMBRAI;590033361;CCAP ADO LE PASSAGE CH CAMBRAI;STB;2013;590781605
590000428;4;CH CAMBRAI;590044673;HJ PSY ADULTES LE CATEAU CH CAMBRAI;STB;2013;590781605
590000428;4;CH CAMBRAI;590805909;CMP ADULTES VAUBAN CH CAMBRAI;STB;2013;590781605
590000428;4;CH CAMBRAI;590805917;CMP ADULTES AVESNES-AUBERT CH CAMBRAI;STB;2013;590781605
590000428;4;CH CAMBRAI;590805925;CMP ENFANTS CAUDRY CH CAMBRAI;STB;2013;590781605
590000428;4;CH CAMBRAI;590806097;CMP ENFANTS CAMBRAI CH CAMBRAI;STB;2013;590781605
590000428;4;CH CAMBRAI;590817359;CMP ADULTE ENFANT LE CATEAU CH CAMBRAI;STB;2013;590781605
590000436;4;CH LE CATEAU;;;STB;2013;590781621
590000444;4;CH JEUMONT;;;STB;2013;590781639
590000451;4;CH HAUTMONT;;;STB;2013;590781647
590000469;4;CH FOURMIES;590806717;CMP ADULTES CH FOURMIES;STB;2013;590781662
590000477;4;CH LE QUESNOY;;;STB;2013;590781670
590000527;4;CH AVESNES;;;STB;2013;590781795
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590006615;C.M.P 59G38 P. MONNORET CH SAMBRE AVES;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590017588;HOP DE JOUR PEDOPSY CH MAUBEUGE;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590045258;CATTP 59I12 LE PETIT PRINCE CH SAMBRE;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590045266;CMP 59G39 A.ARTAUD CH SAMBRE AVESNOIS;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590805958;CMP 59G39 JEAN WIER CH SAMBRE AVESNOIS;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590805966;CMP 59G38 AULNOYE CH SAMBRE AVESNOIS;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590805974;CMP 59I12 D.WINNICOTT CH SAMBRE AVESNO;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590806105;CMP 59I12  CH SAMBRE AVESNOIS;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590806113;CMP 59I12 CH SAMBRE AVESNOIS;STB;2013;590781803
590000535;4;CH SAMBRE AVESNOIS MAUBEUGE;590814497;CMP 59G40 C. PASCAL CH SAMBRE AVESNOIS;STB;2013;590781803
590000543;4;CH FELLERIES-LIESSIES;;;STB;2013;590781811
590000592;4;CH DENAIN;;;STB;2013;590782165
590000600;4;CH SAINT- AMAND LES EAUX;590008108;AT ADULTES ST AMAND CH ST AMAND;STB;2013;590782207
590000600;4;CH SAINT- AMAND LES EAUX;590037511;HJ PSY ADULTES CH ST AMAND LES EAUX;STB;2013;590782207
590000600;4;CH SAINT- AMAND LES EAUX;590811261;CMP ADULTES CH ST AMAND LES EAUX;STB;2013;590782207
590000618;4;CH VALENCIENNES;;;STB;2013;590782215
590000691;4;CH WATTRELOS;;;STB;2013;590782439
590000758;4;CH ARMENTIERES;;;STB;2013;590782637
590000766;4;CH BAILLEUL;;;STB;2013;590782645
590000774;4;CH HAZEBROUCK;;;STB;2013;590782652
590000782;14;E.P.S.M LILLE METROPOLE;590006995;CMP SCHACKLETON G18 COMINES EPSM LM;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590008504;CMP ENFANTS NATIONALE EPSM LILLE METRO;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590012399;CMP-CATTP G19 LA MADEL EPSM LILLE METR;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590012688;CATTP G21 MONS EPSM LILLE METROPOLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590012738;AT G21 FACHES THUM EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590012829;AT G21 FACHES THUM EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590013249;CATTP G18 CEDRE VERT EPSM LILLE METROP;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590014338;CMP G18 TRIESTRE HALLUI EPSM LILLE MET;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590016309;CATTP A ARMENTIERES EPSM LILLE METROPO;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590034914;AT LOMME EPSM AGGL LILLOISE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590036562;CTRE G21 COMMUN PSY EPSM LILLE METROPO;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590040010;AT G16 TOURCOING EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590040044;CPC L'ETAPE EPSM LILLE METROPOLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590041513;AT G10 THUMERIES EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590043352;AT G07 ARMENTIERES EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590043360;AT G 18 LINSELLES EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590044285;CTRE GERONTO-PSYCHIA HOP JOUR SECLIN;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590044293;MAISON ACC THERAP HOP JOUR WATTIGNIES;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590044616;CATTP SECLIN 59G09 EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590044624;CATTP WATTIGNIES EPSM LILLE METROPOLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590044913;UNITE TOURCOING EPSM LILLE METROPOLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590045886;UNITE D'HOSPI TEMPS PLEIN SECLIN;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590051504;HOSP COMPLETE G21 EPSM LILLE METROPOLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590802765;HOP DE JOUR G19 MARCQ EPSM LILLE METRO;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805719;CMP I03 ENF J-JAURÈS EPSM LILLE METROP;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805727;HJ PSY ADULT INTERMEDE EPSM LILLE METR;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805735;CMP G16 ADULTES TOURCOING EPSM LILLE M;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805743;CMP I03 AD-ENF HALLUIN EPSM LILLE METR;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805750;CMP ADULT LA MADELEINE EPSM LILLE METR;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805768;CMP G21 ADUL FACHES EPSM LILLE METROPO;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805776;CMP G21 ADUL FAIDHERBE EPSM LILLE METR;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590805784;CMP ADULT LAMBERSART EPSM LILLE METROP;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590809133;HJ PSY G17 RIMBAUD EPSM LILLE METROPOL;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590809141;HJ PSY G18 AD CEDRE VERT EPSM LILLE ME;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590812301;CMP G09 SECLIN EPSM LILLE METROPOLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590813358;CATTP G21 ADULT ARTAUD EPSM LILLE METR;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590813606;CMP G17 TOURCOING EPSM LILLE METROPOLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590814836;CATTP G07 ALB CAMUS EPSM LILLE METROPO;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590815221;CMP CATTP G10 PONT A MARCQ EPSM LILLE;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590817276;CMP G07 ADUL BRIAND EPSM LILLE METROPO;STB;2013;590782660
590000782;14;E.P.S.M LILLE METROPOLE;590817789;HJ PSY G07 CENSE MALB EPSM LILLE METRO;STB;2013;590782660
590000790;14;EPSM DES FLANDRES;590006623;ANTEN CMP ADULTE BERGUES EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006631;ANTEN CMP ADULT BOURBOURG EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006680;CMP ADULTES EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006706;ANT CMP BAILLEUL 59G06  EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006714;CMP ENFANTS GDE SYNTHE EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006722;ANT CMP ENFAN HONDSCHOOTE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006730;ANT CMP ADUL-ENF MERVILLE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006755;ANT CMP 59G05 HAZEBROUCK EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590006771;ANTENN CMP ADULT WORMHOUT EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590007175;HJ PSY ENFAN ORANGE BLEUE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590007993;CLINIQUE PSY 59G06 ADULT LA CLAIRIERE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590008348;MAISON THERAPEUTIQUE 59G04;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590015608;CL PSY AD LE NOMBRE D'OR EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590033569;AT ADULTES BERGUES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590033619;AT ADULTES DUNKERQUE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590034906;HJ PSY ENFANTS RÉPUBLIQUE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590036497;CTRE SOINS 59G01 LA TONNELLE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590037354;CMP 59G05 ADUL HOLBECQUE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590037362;ANTENNE CATTP HONDSCHOOTE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590037370;ANT CATTP ADULT WORMHOUT EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590037396;ANTEN CMP ADULTES WATTEN EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590038311;CTRE ENTRETIENS FAMILIAUX EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590040051;HJ PSY ADULT HAZEBROUCK EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590040176;HOP PSY ADULT COUDEKERQUE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590040234;ANTENNE CATTP DANIEL PEEN EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590040242;ANTCATTP ENF FERMETTE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590796132;CMP ENFANTS GRAVELINES EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590796140;CMP-CATTP DUNKERQUE EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590796157;CMP ADULTES MARQUIS EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590802906;HJ PSY ADUL FR.TOSQUELLES EPSM FLANDRE;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590805693;CMP ADUL-ENF HAZEBROUCK EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590811923;CLINIQUE 59G01 ADULT EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590815171;CMP ENFANTS RÉPUBLIQUE EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590817284;CMP/CATTP 59G06 ADUL EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590817292;CMP ENFANTS PLICHON EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590817300;CMP/ CATTP  ADULT. 59G04 EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590817342;CMP ENFANTS CHAGALL EPSM FLANDRES;STB;2013;590782678
590000790;14;EPSM DES FLANDRES;590817573;CMP/ CATTP ADUL 59G04 EPSM FLANDRES;STB;2013;590782678
590001004;4;CENTRE HOSPITALIER DE DOUAI;590037701;HJ PSY ENFANTS  CH DOUAI;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590040077;APPARTEMENTS THERAPEUTIQUES;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590040150;UTAFA - CH DOUAI;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590805842;CMP ADULTES - CH DOUAI;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590805875;PEDOPSY-CMP ANICHE;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590805883;CMP ADULTES SALENGRO CH DOUAI;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590806055;PEDOPSY-CMP-NORD-DOUAI;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590808408;HJ PSY ADULTE CAMILLE CLAUDEL CH DOUAI;STB;2013;590783239
590001004;4;CENTRE HOSPITALIER DE DOUAI;590812236;PEDOPSY-CMP ORCHIES;STB;2013;590783239
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590000212;CTRE TRÉLAT EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590007183;CMP ENFANTS COGGHE EPSM AGG LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590018099;STRUCT ALT ACCUEIL EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590033668;HOPITAL LUCIEN BONNAFE EPSM AGG LILLOI;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590033718;CLINIQUE DU NOUVEAU MONDE EPSM AGGL LI;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590033874;AT LES VERTES FEUILLES EPSM AGG LILLOI;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590034278;STRUCT INTER-SECTORIELLE-ADOLESCENTS;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038345;CATTP ADULT WAZEMMES EPSM AGGL LILLOIS;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038352;CATTP ADULT MONTEBELLO EPSM AGGLO LILL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038360;ANT CMP ADULT BOIS BLANCS EPSM AGGL LI;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038386;CATTP ADUL HAL AU SUCRE EPSM AGGL LILL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038402;AT D'AGUESSEAU EPSM AGGLOME LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038410;CATTP HEM EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038436;AT ROUBAIX DAMMARTIN EPSM AGGL LILLOIS;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038444;AT WATTRELOS EPSM AGGLO LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038451;AT ROUBAIX LANNOY EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038477;CMP ADULT VERDUN EPSM LILLE METROPOLE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590038493;CATTP L'ALBATROS EPSM AGG LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590045977;CENTRE PERM. D'ACCUEIL ET D'ADMISSION;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590788949;CMP ADULTES PARIS EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590791604;HJ PSY ENFANTS LE REGAIN EPSM AGGL LIL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590796421;HJ PSY ENFANTS VIL ASCQ EPSM AGGLO LIL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590802781;HJ PSY ADUL ISABEAU RBX EPSM AGGLO LIL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590802930;HJ PSY ADULT 4 CHEMINS EPSM AGGLO LILL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805792;CMP ADULT-ENF PELLART EPSM AGLO LILLOI;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805800;CMP ADULTES GD CHEMIN EPSM AGG LILLOIS;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805818;CMP ADULT-ENF WATTRELOS EPSM AGLOM;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805826;CMP ADULTES FAUB DE ROUBAIX EPSM AG;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805834;CMP ADULTES PARIS 2 EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805933;CMP ADULT VILL ASCQ EPSM AGGLO LILLOIS;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805982;CMP ENF LA MADELEINE EPSM LILLE METROP;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590805990;CMP ENF MONS EPSM AGGLO LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806022;CMP ENFANTS PARIS 2 EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806030;CMP ENFANTS L BLANC EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806048;CMP ENFANTS LECLERC EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806121;CMP ENF COMICES EPSM AGGLOM LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806451;CMP ENFANTS LAMBERSART EPSM AGG LILLOI;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590806691;CMP ENFANTS LOMME EPSM AGGLO LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590810487;CL PSY ADUL JEAN VARLET EPSM AGGL LILL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590811311;CMP ADULT CAMIL CLAUDEL EPSM AGGL LILL;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590814539;CCAP ILOT PSY EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590815205;CMP ENFANTS DE LILLE EPSM AGGL LILLOIS;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590816138;CMP ENFANTS MOTTE EPSM AGGL LILLOISE;STB;2013;590034740
590001418;14;EPSM AGGL LILLOISE ST-ANDRE;590817177;HJ PSY ENFANT ARC EN CIEL EPSM AGGL LI;STB;2013;590034740
590001442;4;CH ZUYDCOOTE;;;STB;2013;590784245
590001582;4;CH INTERCOMMUNAL WASQUEHAL;;;STB;2013;590785663
590002317;15;CENTRE CHATEAU MAINTENON;;;STB;2013;590799912
590005245;5;S.A CLINIQUE DE L'ESCREBIEUX;590047791;HOPITAL DE JOUR;STB;2013;
590005245;5;S.A CLINIQUE DE L'ESCREBIEUX;590813069;CLINIQUE DE L'ESCREBIEUX;STB;2013;
590006607;4;HOP JEANNE DE FLANDRE CHR LILLE;;;STB;2013;590780193
590009148;15;Centre Robert Schuman;;;STB;2013;810002519
590009528;14;HJ ENFANTS BRITTEN DENAIN - CH DENAIN;590805339;HJ JANET ET CMP ADULT DENAIN CH DENAIN;STB;2013;590782165
590009528;14;HJ ENFANTS BRITTEN DENAIN - CH DENAIN;590806071;CMP ENFANTS VALENCIENNES CH DENAIN;STB;2013;590782165
590009528;14;HJ ENFANTS BRITTEN DENAIN - CH DENAIN;590806089;CMP ENFANTS JEAN-JAURÈS CH DENAIN;STB;2013;590782165
590009528;14;HJ ENFANTS BRITTEN DENAIN - CH DENAIN;590806550;HJ PINEL & CMP ADULT KENNEDY CH DENAIN;STB;2013;590782165
590016408;15;Clinique Lautréamont;;;STB;2013;590016358
590025458;4;HAD GROUP COOPERATION SANITAIRE HAZEBR;;;STB;2013;590782652
590033429;4;CENTRE D'EVEIL REGIONAL CH ROUBAIX;;;STB;2013;590782421
590040267;4;SSR MONTS DE FLANDRE EPSM FLANDRES;;;STB;2013;590782678
590044632;4;USLD ISABEAU DE ROUBAIX CH ROUBAIX;;;STB;2013;590782421
590044665;15;Clinique Médicale Psychiatrique Campus Universitaire;;;STB;2013;750720575
590045407;4;HAD CHRU LILLE;;;STB;2013;590780193
590047718;4;HOPITAL DE JOUR ALCOOLOGIE;;;STB;2013;590780052
590053955;5;SAS HPM NORD;590008579;CLINIQUE PSY ADULTES SALOMON;STB;2013;
590053955;5;SAS HPM NORD;590780235;CLINIQUE PSY LA MAISON FLEURIE;STB;2013;
590784864;4;HOP CALMETTE CHR LILLE;;;STB;2013;590780193
590784898;4;HOP SWYNGHEDAUW CHR LILLE;;;STB;2013;590780193
