BOR;AN;FI;GRP;FI_EJ;REG;DEP;TSANT;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARM
IDB;2013;540019866;24;540000056;41;54;41S0000001;11;1;292;PLU10;1;0;;0;0;26540011900433;CMP CATTP AD-ENF ET HOP JOUR  ADULTES;SECTEURS I01-G05;29;R;DES PRES;;;54270;ESSEY LES NANCY;54184;;
IDB;2013;540019874;24;540000056;41;54;41S0000001;11;1;292;PLU10;1;0;;0;0;26540011900250;UPPAM UNITE PSYCH ADULTES  (CPN);CH DE PONT A MOUSSON;5;PL;COLOMBE;;BP 257;54700;PONT A MOUSSON;54431;;
IDB;2013;540019957;24;540000056;41;54;41S0000001;11;1;292;PLU10;1;0;;0;0;26540011900276;UNITE DE PEDOPSYCHIATRIE DEPT DU CPN;SECTEUR 54I04;;ALL;DU MORVAN;HOPITAL D'ENFANTS - 3ÈME ÉTAGE;;54511;VANDOEUVRE LES NANCY CEDEX;54547;;
IDB;2013;540020112;02;;41;54;;16;;426;;1;0;;1;1;;SYNDICAT INTERHOSPITALIER SINCAL;;;;HERMITE;;CS 5211;54052;NANCY CEDEX;54395;0383857503;
IDB;2013;540020948;24;540000056;41;54;41S0000001;11;1;156;PLU10;1;0;;0;0;26540011900458;CMP ADULTES INTERMEDE ( CPN-G03 );;8;R;DEMANGEOT;;;54300;LUNEVILLE;54329;;
IDB;2013;540020955;24;540000056;41;54;41S0000001;11;1;425;PLU10;1;0;;0;0;26540011900466;CATTP ADULTES DELTA ( CPN-G01 );;7;R;DE LA COLLINE;;;54000;NANCY;54395;;
IDB;2013;540020963;08;;41;54;;85;;698;;0;5;;1;1;;SEL DU CENTRE D'ONCOLOGIE DE GENTILLY;;;;MARIE MARVINGT;;;54100;NANCY;54395;;
IDB;2013;540023264;02;;41;54;;13;;101;;1;0;;2;1;;CHU DE NANCY;NV EPS AU 01/01/14 SUITE FUSION;;;DE LATTRE DE TASSIGNY;;CO 60034;54035;NANCY CEDEX;54395;0383858585;
IDB;2013;550000020;02;;41;55;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE VERDUN;;;;D'ANTHOUARD;;BP 713;55107;VERDUN CEDEX;55545;0329838485;
IDB;2013;550000046;02;;41;55;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER ST-CHARLES COMMERCY;;;;HENRI GARNIER;;BP 107;55205;COMMERCY CEDEX;55122;0329916300;
IDB;2013;550000053;02;;41;55;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER STE-ANNE  ST-MIHIEL;;;;JEAN BERAIN;;;55300;ST MIHIEL;55463;0329918181;
IDB;2013;550000095;02;;41;55;;11;;292;;1;0;;1;1;;CHS DE FAINS VEEL;;;;DE BAR;;;55000;FAINS VEEL;55186;0329768686;
IDB;2013;550000624;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100123;HOP. DE JOUR/CATTP/CMP ENFANTS;;19  B;R;DE SAINT-MIHIEL;;;55000;BAR LE DUC;55029;;
IDB;2013;550002943;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100214;CATTP/CMP ADULTES DE REVIGNY;;5;R;ARISTIDE BRIAND;;;55800;REVIGNY SUR ORNAIN;55427;;
IDB;2013;550003016;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100149;CMP/CATTP ADULTES BAR LE DUC;;;PL;EXELMANS;;;55000;BAR LE DUC;55029;;
IDB;2013;550003354;02;;41;55;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE  BAR LE DUC;;;;D'ARGONNE;;BP 510;55012;BAR LE DUC CEDEX;55029;0329458888;
IDB;2013;550004808;24;550000020;41;55;41S0000002;13;1;355;PLU10;1;0;;0;0;26550020700104;CH VERDUN-SCE PSY IJ-CMP/CATT/HOP JOUR;SITE ST SAUVEUR ET CHANTERAINE;72;R;ST SAUVEUR;;;55107;VERDUN CEDEX;55545;;
IDB;2013;550004964;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100206;CATTP/CMP ADULTES LIGNY-EN-BARROIS;;26;R;DES MARRONNIERS;LOGEMENT 1;;55500;LIGNY EN BARROIS;55291;;
IDB;2013;550005243;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100222;HOP JOUR/CATTP/CMP ENFANTS BAR LE DUC;;1;BD;D'ARGONNE;CENTRE HOSPITALIER GENERAL;;55000;BAR LE DUC;55029;;
IDB;2013;550005441;24;550000095;41;55;41S0000002;11;1;156;PLU10;1;0;;0;0;26550004100115;CENTRE  D'ACCUEIL ET D'ECOUTE ADULTES;MAISON DU CANTON;;R;DE ROCHELLE;;;55140;VAUCOULEURS;55533;;
IDB;2013;550005516;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100057;HOP. JOUR/CATTP/CMP DE COMMERCY AD ENF;;6;R;DE SAINT MIHIEL;LES ROISES;;55200;COMMERCY;55122;;
IDB;2013;550005524;24;550000020;41;55;41S0000002;13;1;355;PLU10;1;0;;0;0;26550020700161;CMP ADULTES ET HDJ  MONTMEDY;;20;R;DE LA 2EME DB USA;;;55600;MONTMEDY;55351;;
IDB;2013;550005870;24;550000020;41;55;41S0000002;13;1;412;PLU10;1;0;;0;0;26550020700146;APPARTEMENT THERAPEUTIQUE;;4;R;J BOUIN;;;55100;VERDUN;55545;;
IDB;2013;550006043;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100081;CATTP ET CMP ADULTES DE ST MIHIEL;;3;R;DE MORGUESSON;;;55300;ST MIHIEL;55463;;
IDB;2013;550006225;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100107;HOP. JOUR/CATTP/CMP ENFANTS DE LIGNY;;95;R;LEROUX;;;55500;LIGNY EN BARROIS;55291;;
IDB;2013;550006233;24;550000095;41;55;41S0000002;11;1;292;PLU10;1;0;;0;0;26550004100115;CATTP/CMP POUR ENFANTS DE VAUCOULEURS;;2;R;DE LA ROCHELLE;;;55140;VAUCOULEURS;55533;;
IDB;2013;550006480;24;550000020;41;55;41S0000002;13;1;156;PLU10;1;0;;0;0;26550020700237;CMP ADULTE CH VERDUN;12 PLACE SAINT NICOLAS;12;;PLACE SAINT NICOLAS;;;55100;VERDUN;55545;;
IDB;2013;560000044;02;;53;56;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE PLOERMEL;;;;DU ROI ARTHUR;;BP 131;56800;PLOERMEL;56165;0297732626;
IDB;2013;560000077;02;;53;56;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER DE JOSSELIN;;;;SAINT JACQUES;;;56120;JOSSELIN;56091;0297731313;
IDB;2013;560000085;02;;53;56;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER LE PALAIS;;;;;;LA VIGNE;56360;LE PALAIS;56152;0297314848;
IDB;2013;560000259;02;;53;56;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER DE GUEMENE/SCORFF;;;;EMILE MAZE;;;56160;GUEMENE SUR SCORFF;56073;0297285151;
IDB;2013;560002032;02;;53;56;;11;;292;;1;0;;1;1;;ETABLISSEMENT PUBLIC DE SANTE MENTALE;;;;DE L'HOPITAL;;;56896;ST AVE CEDEX;56206;0297544949;
IDB;2013;560002065;02;;53;56;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER MALESTROIT;;;;LOUIS MARSILLE;;;56140;MALESTROIT;56124;0297752046;
IDB;2013;560002198;02;;53;56;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER LE FAOUET;;;;DES BERGERES;;;56320;LE FAOUET;56057;0297230899;
IDB;2013;560002206;02;;53;56;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER CARENTOIR;;;;ABBE DE LA VALLIERE;;;56910;CARENTOIR;56033;0299937000;
IDB;2013;560002214;02;;53;56;;13;;355;;1;0;;1;1;;CENTRE HOSPITALIER DE PORT LOUIS;;;;DE GAVRES;;B.P. 32;56290;PORT LOUIS;56181;0297822828;
IDB;2013;560002222;02;;53;56;;13;;106;;1;0;;1;1;;CENTRE HOSPITALIER DE BASSE-VILAINE;;;;DE LA PISCINE;;;56130;NIVILLAC;56147;0223101000;
IDB;2013;560002677;02;;53;56;;11;;292;;1;0;;1;1;;EPSM JEAN-MARTIN CHARCOT;;;;DE PONT SCORFF;LE TRESCOËT;B.P 47;56854;CAUDAN CEDEX;56036;0297023939;
IDB;2013;560004335;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600088;HOPITAL DE JOUR MENIMUR;;3;AV;EDGAR DEGAS;;;56000;VANNES;56260;;
IDB;2013;560004343;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600070;HOPITAL JOUR ET CATTP ROOSEVELT;;14;AV;ROOSEVELT;;;56000;VANNES;56260;;
IDB;2013;560004350;24;560002032;53;56;53S0000008;11;1;292;PLU10;1;0;;0;0;26560005600039;CENTRE PSYCHOTHERAPIQUE;;;ZONE;DE KER JEAN;;;56500;LOCMINE;56117;;
IDB;2013;560004723;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600054;CPEA - HOPITAL JOUR - PLOERMEL;;28;R;GENERAL LECLERC;;;56800;PLOERMEL;56165;;
IDB;2013;560004780;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600096;HOPITAL DE NUIT POUR ADULTES;;45;R;DE LA FONTAINE;;;56000;VANNES;56260;;
IDB;2013;560004822;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;26560026200066;CENTRE DE JOUR KERVENANEC;;;ALL;GABRIEL LAURENT;;;56100;LORIENT;56121;;
IDB;2013;560005068;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600047;HOPITAL JOUR INFANTO-JUVENILE;;27;R;PIERRE DE COUBERTIN;;;56400;AURAY;56007;;
IDB;2013;560005308;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;;CENTRE DE JOUR KER HEOL;;97;R;DE BELGIQUE;;;56100;LORIENT;56121;;
IDB;2013;560005316;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;26560026200058;CENTRE DE JOUR PORT LOUIS;;;RTE;DE LA CITADELLE;;;56290;PORT LOUIS;56181;;
IDB;2013;560005324;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;26560026200025;CMP/CATTP ADULTES ET ENFANTS;;;PL;DES HALLES;ANNEXE DE LA MAIRIE;;56320;LE FAOUET;56057;;
IDB;2013;560005746;02;;53;56;;14;;355;;1;0;;2;1;;CENTRE HOSPITALIER BRETAGNE SUD - CHBS;;;;DE CHOISEUL;;BP 12233;56322;LORIENT CEDEX;56121;0297069090;
IDB;2013;560009086;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600120;HOPITAL JOUR ADULTES TY NEHUE;;22;ALL;DE PEN-MUR;;;56190;MUZILLAC;56143;;
IDB;2013;560011884;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600294;CENTRE L'ANCRE PLOEREN;;2;R;DU 19 MARS;ZONE DES DEUX MOULINS;;56880;PLOEREN;56164;;
IDB;2013;560012163;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;26560026200074;CENTRE DE JOUR POUR ENFANTS KERAMON;;;RTE;DE CALAN;KERAMONT;;56240;PLOUAY;56166;;
IDB;2013;560014029;35;220017974;53;56;53S0000008;60;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR CENTRE BENOIT PIERRE;;;AV;DES OTAGES;;;56300;PONTIVY;56178;;
IDB;2013;560014748;02;;53;56;;14;;355;;1;0;;1;1;;CENTRE HOSPITALIER DU CENTRE BRETAGNE;;;;KÉRIO;;BP 23;56920;NOYAL PONTIVY;56151;0297790000;
IDB;2013;560016149;35;220017974;53;56;53S0000008;60;3;156;PLU10;6;1;;0;0;;CTRE MEDICO PSYCHOLOGIQUE ENFANTS;;7;R;D'IENA;;;56300;PONTIVY;56178;;
IDB;2013;560016198;35;220017974;53;56;53S0000003;60;3;156;PLU10;6;1;;0;0;;CENTRE MEDICO PSYCHOLOGIQUE ENFANTS;;44;R;JEAN LOUIS KERGARAVAT;;;56110;GOURIN;56066;;
IDB;2013;560016248;24;560002677;53;56;53S0000003;11;1;156;PLU10;1;0;;0;0;;CENTRE MEDICO-PSYCHOLOGIQUE DE PLOUAY;;12;R;DE LA JUSTICE;;;56240;PLOUAY;56166;;
IDB;2013;560016289;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;;CMP/CATTP INFANTO-JUVENILE;;25;R;DE CLISSON;;;56100;LORIENT;56121;;
IDB;2013;560016339;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;;CENTRE PIERRE THALBOT;;26;R;DE LALUMEC;;;56700;HENNEBONT;56083;;
IDB;2013;560016388;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;26560026200124;CENTRE YVES RACINE;;4;R;JEAN CRAS;;;56100;LORIENT;56121;;
IDB;2013;560016529;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;CMP/CATTP;HOPITAL DE JOSSELIN;;;;;;56120;JOSSELIN;56091;;
IDB;2013;560016578;24;560002032;53;56;53S0000008;11;1;292;PLU10;1;0;;0;0;;CMP/CATTP;;2;CITE;DE KERLOUET;;;56500;LOCMINE;56117;;
IDB;2013;560016768;24;560002032;53;56;53S0000004;11;1;425;PLU10;1;0;;0;0;26560005600286;CENTRE D'ACCUEIL THERAPEUTIQUE;CLUB DE LIMUR;8;PL;DE LA REPUBLIQUE;;;56000;VANNES;56260;;
IDB;2013;560016818;24;560002032;53;56;53S0000004;11;1;425;PLU10;1;0;;0;0;;CTRE D'ACCEUIL THERAPEUTIQUE VALEMBOIS;;6;R;DE LA NOUETTE;;;56000;VANNES;56260;;
IDB;2013;560016909;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;CMP/CATTP INFANTO-JUVENILE;;1;PL;DE L'EGLISE;;;56800;PLOERMEL;56165;;
IDB;2013;560017188;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;HOPITAL DE JOUR  CMP CATTP -LE TRECH-;;76;FG;DE LA MADELEINE;;;56140;MALESTROIT;56124;;
IDB;2013;560017808;24;560002032;53;56;53S0000008;11;1;366;PLU10;1;0;;0;0;;ATELIER THERAPEUTIQUE;;;;LE PETIT GOEH ER-VRAN;;;56500;MOREAC;56140;;
IDB;2013;560017998;24;560002677;53;56;53S0000003;11;1;156;PLU10;1;0;;0;0;;UNITE MEDICO-PSYCHOLOGIQUE;;27;R;DU DOCTEUR LETTRY;CHBS;;56100;LORIENT;56121;;
IDB;2013;560018889;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;26560026200132;CENTRE FERDINAND THOMAS;;1;R;JEAN MARIE MAURICE;;;56600;LANESTER;56098;;
IDB;2013;560022089;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;26560005600229;CMP INTER VANNES;;;R;CONSTANT REYNIER;;;56000;VANNES;56260;;
IDB;2013;560022139;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;26560005600211;PSYCHIATRIE DE LIAISON CH PLOERMEL;CENTRE HOSPITALIER;;FG;GRIMAUD;;BP 131;56804;PLOERMEL CEDEX;56165;;
IDB;2013;560023137;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;;CENTRE DE JOUR LOUIS LE GUILLANT;;;AV;DE PRAT ER MOR;;;56600;LANESTER;56098;;
IDB;2013;560023145;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;;CENTRE DE JOUR TI AR VRO;;;AV;DE PRAT ER MOR;;;56600;LANESTER;56098;;
IDB;2013;560023178;08;;53;56;;85;;698;;0;9;;1;1;;SELARL CENTRE D'ONCOLOGIE ST YVES;;;;DU DR JOSEPH AUDIC;;BP 39;56001;VANNES CEDEX;56260;0297625000;
IDB;2013;560023210;02;;53;56;;14;;355;;1;0;;2;1;;CENTRE HOSPITALIER BRETAGNE ATLANTIQUE;;;;GENERAL MAURICE GUILLAUDOT;;BP 70555;56017;VANNES CEDEX;56260;0297014141;
IDB;2013;560023756;35;220017974;53;56;53S0000008;60;3;292;PLU10;6;1;;0;0;;CMP / CATTP DE BAUD;;11;RTE;DE LOCMINE;;;56150;BAUD;56010;;
IDB;2013;560023764;35;220017974;53;56;53S0000008;60;3;292;PLU10;6;1;;0;0;;CMP / CATTP DE PONTIVY;;110;R;NATIONALE;;;56300;PONTIVY;56178;;
IDB;2013;560023772;35;220017974;53;56;53S0000003;60;3;292;PLU10;6;1;;0;0;;CMP / CATTP DE GOURIN;;20;R;JEAN LOIS;;KERGARAVAT;56110;GOURIN;56066;;
IDB;2013;560023780;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;;CENTRE DE JOUR BLANQUI;;11;R;BLANQUI;;;56100;LORIENT;56121;;
IDB;2013;560023814;24;560002677;53;56;53S0000003;11;1;292;PLU10;1;0;;0;0;;HOPITAL DE JOUR CENTRE DANVEZ;;;PL;DU CALVAIRE;;;56700;HENNEBONT;56083;;
IDB;2013;560023822;24;560002677;53;56;53S0000003;11;1;156;PLU10;1;0;;0;0;;CENTRE MEDICO-PSYCHOLOGIQUE;;128;R;PAUL GUIEYSSE;;;56100;LORIENT;56121;;
IDB;2013;560023830;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;HOPITAL DE JOUR ADULTES;CATTP D'AURAY;18;R;LIONEL HUETTE;;;56400;AURAY;56007;;
IDB;2013;560023996;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;;CMP CATP SARZEAU;;18;R;ST JACQUES;;;56370;SARZEAU;56240;;
IDB;2013;560024002;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;;CMP CATTP NIVILLAC;;2   T;R;DE LA PISCINE;;;56130;NIVILLAC;56147;;
IDB;2013;560024085;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;CHBA PSY LE LIAISON UMP;;20;BD;GUILLAUDOT;CH BRETAGNE ATLANTIQUE;;56000;VANNES;56260;;
IDB;2013;560024093;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;;CENTRE MEDICO-PSYCHOLOGIQUE;;;R;DES PEUPLIERS;;KERIOLET;56400;AURAY;56007;;
IDB;2013;560024101;24;560002032;53;56;53S0000008;11;1;292;PLU10;1;0;;0;0;26560005600039;HOPITAL JOUR ADULTES;;14;R;DUGUESCLIN;;;56500;LOCMINE;56117;;
IDB;2013;560024127;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;CENTRE PSYCHO JOUR ADULTE AN AVEL;;49;R;EUGENE DELACROIX;;;56000;VANNES;56260;;
IDB;2013;560024135;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;;CENTRE MEDICO-PSYCHOLOGIQUE;;;PL;DU GENERAL DE GAULLE;;;56230;QUESTEMBERT;56184;;
IDB;2013;560024150;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600286;CENTRE PSYCHO JOUR ADULTE VANNES EST;;4;R;DE METZ;;;56000;VANNES;56260;;
IDB;2013;560024176;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600302;HOPITAL JOUR PERSONNES AGEES KERNIOL;SITE DU KERNIOL;;;ZONE DE KERNIOL;;;56000;VANNES;56260;;
IDB;2013;560024184;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;HOPITAL DE JOUR CMP CATTP BROCELIANDE;;30;BD;LAENNEC;;;56800;PLOERMEL;56165;;
IDB;2013;560024192;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;;CMP ADULTES/ENFANTS;;;QU;ROUSSEL;;;56360;LE PALAIS;56152;;
IDB;2013;560024200;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600187;CPEA - HJ BLAISE PASCAL - VANNES;;4;AV;E DEGAS;;;56000;VANNES;56260;;
IDB;2013;560024226;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;26560005600120;CPEA MUZILLAC;;32;R;DU HINLY;;;56190;MUZILLAC;56143;;
IDB;2013;560024234;24;560002032;53;56;53S0000004;11;1;292;PLU10;1;0;;0;0;;CMP/CATTP SAINT JULIEN;;;R;VALLON ST JULIEN;;;56130;LA ROCHE BERNARD;56195;;
IDB;2013;560024242;24;560002032;53;56;53S0000004;11;1;156;PLU10;1;0;;0;0;;CMP/CATTP INFANTO-JUVENILE;;13  B;R;LEBRUN MALARD;;;56230;QUESTEMBERT;56184;;
IDB;2013;560025942;35;220017974;53;56;53S0000008;60;3;292;PLU10;6;1;;0;0;;UNITE PSYCHIATRIQUE ACTIVE KERIO;;;;KERIO;;;56920;NOYAL PONTIVY;56151;;
IDB;2013;560025975;35;220017974;53;56;53S0000008;60;3;292;PLU10;6;1;;0;0;;HOPITAL DE JOUR ADULTES ADDICTOLOGIE;;1;R;JOSEPHINE;;;56300;PONTIVY;56178;;
IDB;2013;570000034;02;;41;57;;11;;355;;1;0;;1;1;;C.R.S. SAINT LUC;;;;DU MOULIN DE FRANCE;;;57560;ABRESCHVILLER;57003;0387233800;
IDB;2013;570000133;02;;41;57;;11;;292;;1;0;;1;1;;CENTRE HOSPITALIER DE LORQUIN;;;;DU GENERAL DE GAULLE;;;57790;LORQUIN;57414;0387231415;
IDB;2013;570000141;02;;41;57;;11;;292;;1;0;;1;1;;CHS DE SARREGUEMINES;;;;CALMETTE;;BP 10629;57206;SARREGUEMINES CEDEX;57631;0387279800;
IDB;2013;570000158;02;;41;57;;13;;355;;1;0;;2;1;;CENTRE HOSPITALIER ROBERT PAX;;;;RENE FRANCOIS-JOLLY;;;57211;SARREGUEMINES CEDEX;57631;0387273310;
IDB;2013;570000430;02;;41;57;;13;;355;;1;0;;1;1;;CH LE SECQ DE CREPY - BOULAY;;;;DE L'HOPITAL;;BP 73;57220;BOULAY;57097;0387794000;
IDB;2013;570000497;02;;41;57;;13;;106;;1;0;;1;1;;HOPITAL SAINT JACQUES DE DIEUZE;;;;DE LOUDREFING;;;57260;DIEUZE;57177;0387050200;
IDB;2013;570000513;02;;41;57;;11;;292;;1;0;;1;1;;CENTRE HOSPITALIER SPECIALISE DE JURY;;;;;;BP75088;57000;METZ;57463;0387563939;
IDB;2013;570002204;08;;41;57;;88;;699;;0;9;;1;1;;SCP FAURE - GEORGE - METHLIN - NABET;;;;CLAUDE BERNARD;;;57000;METZ;57463;0387396713;
IDB;2013;570002469;24;570000141;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570016100093;HOPITAL DE JOUR ENFANTS VILLA DES PINS;INTERSECTEUR PSYCHIATRIE;9;R;DE GRAEFINTHAL;;;57200;SARREGUEMINES;57631;;
IDB;2013;570002519;24;570000133;41;57;41S0000003;11;1;156;PLU10;1;0;;0;0;;CMP ADULTES DE SARREBOURG;;16;R;DE LA GARE;;;57400;SARREBOURG;57630;;
IDB;2013;570002568;24;570000133;41;57;41S0000003;11;1;156;PLU10;1;0;;0;0;;CENTRE MEDICO PSYCHOLOGIQUE REGIONAL;;10;AV;ROBERT SCHUMAN;;;57000;METZ;57463;;
IDB;2013;570002899;24;570000141;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570016100143;CMP/CATTP HOPITAL DE JOUR POUR ADULTES;4EME SECTEUR - 57G13;7;AV;DE LA BLIES;;;57200;SARREGUEMINES;57631;;
IDB;2013;570003129;24;570005165;41;57;41S0000003;14;1;425;PLU10;1;0;;0;0;26570280300403;CATTP -VAN GOGH-;;14;PL;DE LA REPUBLIQUE;;;57100;THIONVILLE;57672;;
IDB;2013;570003178;24;570005165;41;57;41S0000003;14;1;101;PLU10;1;0;;0;0;265702803;CMP/CATTP ENFANT HAYANGE;;57;R;MARECHAL FOCH;IMMEUBLE FOCH;;57700;HAYANGE;57306;0382851006;
IDB;2013;570004176;24;570000513;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570002100024;CLINIQUE TIVOLI;;24;R;DE TIVOLI;;;57000;METZ;57463;;
IDB;2013;570005165;02;;41;57;;14;;101;;1;0;;2;1;;CHR METZ-THIONVILLE;;;;DU CHATEAU;;CS 45001;57000;METZ;57463;0387553010;
IDB;2013;570008433;24;570000513;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570002100040;HOPITAL DE JOUR ENFANTS METZ/CHS JURY;;12;R;DES TREIZE;;;57000;METZ;57463;;
IDB;2013;570011387;02;;41;57;;11;;355;;1;1;;1;1;;ETS PUBLIC DEPARTEMENTAL DE SANTE;;;;DE LA MEUSE;;;57680;GORZE;57254;0387385300;
IDB;2013;570011783;24;570000133;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570009600109;HOPITAL DE JOUR POUR PERSONNES AGEES;;37;CRS;DU 19 NOVEMBRE 1944;VILLA DOMPTAIL;;57690;CREHANGE;57159;;
IDB;2013;570011791;24;570000133;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570009600364;CENTRE REHABILITATION DE JOUR ADULTES;;13;AV;DE FRANCE;;;57400;SARREBOURG;57630;;
IDB;2013;570011809;24;570000133;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570009600307;CMP ET HOPITAL DE JOUR POUR ENFANTS;;490;CHE;ROYAL;;;57260;DIEUZE;57177;;
IDB;2013;570011817;24;570000133;41;57;41S0000003;11;1;415;PLU10;1;0;;0;0;26570009600059;SERVICE MEDICO-PSYCHOLOGIQUE REGIONAL;;;R;SEULHOTTE;MAISON D'ARRET DE METZ QUEULEU;;57000;METZ;57463;;
IDB;2013;570012005;24;570000133;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570009600042;HOPITAL DE JOUR  ADULTES;;5;R;ERCKMANN CHATRIAN;;;57400;SARREBOURG;57630;;
IDB;2013;570012807;24;570000133;41;57;41S0000003;11;1;156;PLU10;1;0;;0;0;26570009600067;CMP ADULTES -LES ARCADES- DIEUZE;;15;R;BRIGADE ALSACE LORRAINE;VILLA BEAU SEJOUR;;57260;DIEUZE;57177;;
IDB;2013;570012898;24;570000513;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570002100289;CMP/CATTP ADULTES METZ;;20;R;GAMBETTA;;;57000;METZ;57463;;
IDB;2013;570012906;24;570000513;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570002100073;CMP-CATTP ADULTES METZ-NORD/CHS JURY;;100;RTE;DE THIONVILLE;;;57000;METZ;57463;;
IDB;2013;570012914;24;570000513;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570002100198;CMP/CATTP ADULTES METZ  JURY;;26;R;GUYNEMER;;;57950;MONTIGNY LES METZ;57480;;
IDB;2013;570012922;24;570000513;41;57;41S0000003;11;1;292;PLU10;1;0;;0;0;26570002100099;CMP/CATTP ADULTES METZ-QUEULEU;;22;R;DE TIVOLI;;;57000;METZ;57463;;
IDB;2013;570012930;24;570000513;41;57;41S0000003;11;1;156;PLU10;1;0;;0;0;26570002100156;CMP ADULTES CLOUANGE/CHS JURY;;4;R;DES ROSES;;;57185;CLOUANGE;57143;;
