BOR;AN;FI;RS;RSCOM;FI_EJ;GRP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;NAT;SIR;REG;DEP;TSANT;COM;NOMCOM;ARM;CHLEJ0;FIPRE;ETAT_SAISIE;FINRAT;VAGUE;PROVENANCE;NUMVOI;TYPVOI;NOMVOI;BP;CPO;LIBCOM;COMPD;FILIALE0;SIRTET;RSTET;FIAUT1;RSAUT1;FIAUT2;RSAUT2;FIAUT3;RSAUT3;FIAUT4;RSAUT4;FIAUT5;RSAUT5;FIAUT6;RSAUT6;FIAUT7;RSAUT7;DADS_C1;DADS_C2;DADS_C3;DADS_C4;DADS_D1;MODEJ;TYPMD1;TYPMD2;TYPMD3;FIFU1;FIFU2;FIFU3;SCFU1;SCFU2;SCFU3
ID;2013;520003161;UNITE D'AUTODIALYSE DE CHAUMONT;;510000953;07;60;3;146;PNL5;7;4;1;0;31151060600263;21;52;21S0000002;52121;CHAUMONT;;0;;6;510000953;1;1;1;R;JEANNE D'ARC;;52000;CHAUMONT;;0;;;;;;;;;;;;;;;;;311510606;31151060600214;;;0;0;;;;;;;;;
ID;2013;520003823;HAD CHAUMONT LANGRES;;750047367;09;75;2;127;PLU10;0;4;5;0;49982497700064;21;52;21S0000002;52121;CHAUMONT;;0;;6;;1;1;2;R;JEANNE D'ARC;BP 514;52014;CHAUMONT CEDEX;;0;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;520004052;UNITE DE DIALYSE MEDICALISEE SAINT-DIZIER;;510000953;07;60;3;141;PNL5;7;4;1;0;31151060600313;21;52;21S0000002;52448;SAINT-DIZIER;;0;;6;510000953;1;1;;;RUE ALBERT SCHWEITZER;;52115;ST DIZIER CEDEX;C H GENEVIEVE DE GAULLE ANTHON;0;;;;;;;;;;;;;;;;;311510606;31151060600214;;;0;0;;;;;;;;;
ID;2013;520004060;POLE CANCERO SUD HTE MARNE CH CHAUMONT;;520003781;04;29;1;696;PUB10;1;0;;0;00000000000000;21;52;21S0000002;52121;CHAUMONT;;;;7;520003781;1;1;2;R;JEANNE D'ARC;;52014;CHAUMONT CEDEX;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;520004086;POLE CANCERO SUD HTE MARNE CH LANGRES;;520003781;04;29;1;696;PUB10;1;0;;0;13001530800013;21;52;21S0000002;52269;LANGRES;;;;7;520003781;1;1;10;Rue;DE LA CHARITE;;52200;LANGRES;;;;;520000043;Centre Hospitalier de Langres;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;520004094;POLE CANCERO SUD HTE MARNE CMC CHAUMON;;520003781;04;29;1;696;PUB10;1;0;;0;;21;52;21S0000002;52121;CHAUMONT;;;;2;520003781;1;;17;AV;DES ETATS UNIS;;52001;CHAUMONT CEDEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID;2013;520780156;CLINIQUE DE LA COMPASSION;;520000092;09;72;2;365;PLU4;0;4;5;0;68385008500021;21;52;21S0000002;52269;LANGRES;;0;;6;;2;1;8;R;DE LA CHARITE;;52200;LANGRES;;1;;SAS VITALIA EXPANSION;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;
ID;2013;520780180;CLINIQUE FRANCOIS 1ER;;520000100;09;73;2;128;PLU4;0;4;5;0;51688001000017;21;52;21S0000002;52448;SAINT-DIZIER;;0;;6;;2;1;12;R;FRANCOIS 1ER;;52115;ST DIZIER CEDEX;;0;;;;SELARL IMAGERIE DU TRIANGLE;;;;;;;;;;;;;516880010;51688001000017;;;0;0;;;;;;;;;
ID;2013;520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;CLINIQUE DE CHAUMONT;520000118;09;73;2;365;PLU4;0;4;5;0;84722002700019;21;52;21S0000002;52121;CHAUMONT;;0;;6;;2;2;17;AV;DES ETATS UNIS;;52001;CHAUMONT CEDEX;;1;498807619;VITALIA DEVELOPPEMENT MCO  47 RUE DE MONCEAU  75008 - PARIS;;;;;;;;;;;;;;;847220027;;;;0;0;;;;;;;;;
ID;2013;520782939;USLD DU CH DE CHAUMONT;CENTRE J-F BONNET;520780032;04;13;1;362;PUB9;1;0;;0;26520004800071;21;52;21S0000002;52421;RIAUCOURT;;;;7;520780032;1;1;18;R;CHENEVIERES;;52000;RIAUCOURT;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;530000017;CENTRE HOSPITALIER DU HAUT ANJOU;;530000025;04;14;1;355;PUB2;1;0;;0;26530008700011;52;53;52S0000003;53062;CHATEAU-GONTIER;;0;;7;530000025;2;1;1;QU;G. LEFEVRE;BP 405;53204;CHATEAU GONTIER CEDEX;;;;;;;;;;;;;;;;;;;265300087;26530008700011;;;0;0;;;;;;;;;
ID;2013;530000124;CLINIQUE NOTRE DAME DE PRITZ;;530000249;15;72;2;161;PLU7;0;4;0;0;55655008500014;52;53;52S0000003;53054;CHANGE;;0;;6;;1;1;;RTE;DE NIAFLES;;53810;CHANGE;;1;484349360;RAMSAY SANTE;;;;;;;;;;;;;;;556550085;55655008500014;;;0;0;;;;;;;;;
ID;2013;530000132;HOPITAL LOCAL DE CRAON;;530007202;04;14;1;106;PUB2;1;0;;0;26530333900013;52;53;52S0000003;53084;CRAON;;0;;7;530007202;2;1;3;RTE;DE NANTES;BP 76;53400;CRAON;;;;;;;;;;;;;;;;;;;265303339;26530333900013;;;0;0;;;;;;;;;
ID;2013;530000140;HOPITAL LOCAL ERNEE;;530000058;04;13;1;106;PUB2;1;0;;0;26530014500017;52;53;52S0000003;53096;ERNEE;;0;;7;530000058;1;2;20;AV;DE PARIS;BP 73;53500;ERNEE;;;;;;;;;;;;;;;;;;;265300145;26530014500017;;;0;0;;;;;;;;;
ID;2013;530000165;HOPITAL LOCAL EVRON;;530000066;04;13;1;106;PUB2;1;0;;0;26530015200013;52;53;52S0000003;53097;EVRON;;0;;7;530000066;1;1;4;R;DE LA LIBERATION;BP 209;53600;EVRON;;;;;;;;;;;;;;;;;;;265300152;26530015200013;;;0;0;;;;;;;;;
ID;2013;530000173;CENTRE HOSPITALIER NORD MAYENNE;;530000074;04;13;1;355;PUB2;1;0;;0;26530027700125;52;53;52S0000003;53147;MAYENNE;;0;;7;530000074;1;1;229;BD;PAUL LINTIER;CS60102;53103;MAYENNE CEDEX;;;;;;;;;;;;;;;;;;;265300277;26530027700125;;;0;0;;;;;;;;;
ID;2013;530000181;HOPITAL LOCAL DE RENAZE;HOPITAL LOUIS DAUDIER;530007202;04;14;1;106;PUB2;1;0;;0;26530333900054;52;53;52S0000003;53188;RENAZE;;0;;7;530007202;2;1;28;R;DAUDIER;BP 03;53800;RENAZE;;;;;;;;;;;;;;;;;;;265303339;26530333900054;;;;0;;;;;;;;;
ID;2013;530000264;CENTRE HOSPITALIER DE LAVAL;;530000371;04;13;1;355;PUB2;1;0;;0;26530023600014;52;53;52S0000003;53130;LAVAL;;0;;7;530000371;2;1;33;R;DU HAUT ROCHER;BP 1525;53015;LAVAL CEDEX;;;;;530003466;SERVICE DE PSYCHIATRIE ADULTE LAVALLOIS;530032424;USLD CENTRE HOSPITALIER LAVAL;530031301;SERVICE DE PEDOPSYCHIATRIE CH LAVAL;;;;;;;;;265300236;26530023600014;;;;0;;;;;;;;;
ID;2013;530000611;HOPITAL LOCAL VILLAINES LA JUHEL;JULES DOITTEAU;530002591;04;13;1;106;PUB2;1;0;;0;26530036800015;52;53;52S0000003;53271;VILLAINES-LA-JUHEL;;0;;7;530002591;1;1;21;R;ST GEORGES;;53700;VILLAINES LA JUHEL;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;530002898;CENTRE D'HEMODIALYSE AMBULATOIRE DE LAVAL;CENTRE HEMODIALYSE DE L'ECHO;440002590;07;60;3;141;PNL5;6;3;1;0;30266606000371;52;53;52S0000003;53130;LAVAL;;0;;7;440002590;1;1;33;R;DU HAUT ROCHER;B.P. 1525;53015;LAVAL CEDEX;SUR LE SITE DU CH DE LAVAL;0;;;;;;;;;;;;;;;;;302666060;30266606000371;;;0;0;;;;;;;;;
ID;2013;530005628;CENTRE MALLET-PROUX;;720002294;18;73;2;698;PLU10;0;5;x;0;34215198200010;52;53;52S0000003;53130;LAVAL;;0;;6;720002294;1;1;108;AV;DES FRANCAIS LIBRES;;53000;LAVAL;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;530006188;AUTODIALYSE DE LAVAL FERRY;;440002590;07;60;3;146;PNL5;6;3;1;0;302666060;52;53;52S0000003;53130;LAVAL;;0;;7;440002590;1;1;38;R;JULES FERRY;;53000;LAVAL;;0;;;;;;;;;;;;;;;;;302666060;;;;0;0;;;;;;;;;
ID;2013;530007285;SIH EN SANTE MENTALE;SERVICE DE PSYCHIATRIE;530007210;14;16;1;426;PUB10;1;0;;0;26530334700024;52;53;52S0000003;53130;LAVAL;;0;;7;530007210;1;1;40;R;ST BENOIT;CS91525;53015;LAVAL;;;;;;;;;;;;;;;;;;;265303347;26530334700016;26530334700024;;0;0;;;;;;;;;
ID;2013;530007327;CENTRE PERSONNES AGEES  SAINT JOSEPH;;530000025;04;14;1;355;PUB2;1;0;;0;26530008700029;52;53;52S0000003;53062;CHATEAU-GONTIER;;;;7;530000025;2;1;;R;LECERCLER;;53200;CHATEAU GONTIER;;;;;;;;;;;;;;;;;;;265300087;26530008700029;;;0;0;;;;;;;;;
ID;2013;530031384;USLD CHNM LES JARDINS D'ARCADIE;LES JARDINS D'ARCADIE;530000074;04;13;1;362;PUB9;1;0;;0;26530027700042;52;53;52S0000003;53147;MAYENNE;;0;;7;530000074;1;1;5;R;ROULLOIS;;53100;MAYENNE;;;;;;;;;;;;;;;;;;;265300277;26530027700125;;;0;0;;;;;;;;;
ID;2013;530031509;CENTRE DE SOINS LA BREHONNIERE;;530000868;09;72;2;109;PLU10;0;4;5;0;33225002600017;52;53;52S0000003;53011;ASTILLE;;0;;6;;1;1;;;CHÂTEAU DE LA BRÉHONNIÈRE;;53230;ASTILLE;;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;530031962;POLYCLINIQUE DU MAINE;;530000975;09;73;2;365;PLU4;0;4;5;0;33212568100020;52;53;52S0000003;53130;LAVAL;;0;;6;;2;1;4;AV;DES FRANCAIS LIBRES;BP 1027;53010;LAVAL CEDEX;;0;;;530001106;IMAGIS 53;530002732;BIOLARIS;530001080;SCANNER VAL DE MAYENNE;;GIE CMNM;;;;;;;332125681;33212568100020;;;0;0;;;;;;;;;
ID;2013;530032788;USLD CH HAUT ANJOU  CHATEAU GONTIER;;530000025;04;14;1;362;PUB9;1;0;;0;26530008700045;52;53;52S0000003;53062;CHATEAU-GONTIER;;0;;7;530000025;2;1;2;R;LECERCLER;;53200;CHATEAU GONTIER;CENTRE HOSPITALIER HAUT ANJOU;;;;;;;;;;;;;;;;;;265300087;26530008700045;;;0;0;;;;;;;;;
ID;2013;540000015;CHU NANCY - MATERNITE;;540023264;04;13;1;101;PUB1;1;0;;0;26540008500014;41;54;41S0000001;54395;NANCY;;0;;7;540023264;2;1;10;R;DU DR HEYDENREICH;BP 4213;54042;NANCY CEDEX;;;;;;;;;;;;;;;;;;;265400085;26540008500014;;;0;0;;;;;;;;;
ID;2013;540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;;540000049;04;13;1;355;PUB2;1;0;;0;26540018400015;41;54;41S0000001;54528;TOUL;;0;;7;540000049;1;2;1;CRS;RAYMOND POINCARE;BP 310;54201;TOUL CEDEX;;;;;;;;;;;;;;;;;;;265400184;26540018400015;;;0;0;;;;;;;;;
ID;2013;540000072;MAISON HOSPITALIERE DE BACCARAT;;540014081;09;65;3;129;PNL4;6;1;1;0;78326557200017;41;54;41S0000001;54039;BACCARAT;;0;;7;;2;1;24;R;DE L'ABBE MUNIER;;54120;BACCARAT;;0;;;;;;;;;;;;;;;;;783265572;78326557200017;;;0;0;;;;;;;;;
ID;2013;540000148;CH 3H SANTE SITE DE CIREY SUR VEZOUZE;;540019007;04;14;1;106;PUB2;1;0;;0;26540648800022;41;54;41S0000001;54129;CIREY-SUR-VEZOUZE;;0;;7;540019007;1;1;62;R;POINCARE;;54480;CIREY SUR VEZOUZE;;;;;;;;;;;;;;;;;;;265406488;26540648800022;;;0;0;;;;;;;;;
ID;2013;540000155;CENTRE HOSPITALIER DE LUNEVILLE;;540000080;04;13;1;355;PUB2;1;0;;0;26540031700011;41;54;41S0000001;54329;LUNEVILLE;;0;;7;540000080;1;1;6;Rue;GIRARDET;BP 30206;54301;LUNEVILLE CEDEX;;;;;540003969;GIE D'IMAGERIE MEDICALE DU LUNEVILLOIS;;;;;;;;;;;;;265400317;26540031700011;;;0;0;;;;;;;;;
ID;2013;540000163;CENTRE CHIRURGICAL EMILE GALLÉ;SYNDICAT INTERHOSPITALIER SINCAL;540020112;04;16;1;426;PUB10;1;0;;0;26540776700010;41;54;41S0000001;54395;NANCY;;0;;7;540020112;1;1;49;R;HERMITE;CS 5211;54052;NANCY CEDEX;;;;;;;;;;;;;;;;;;;265407767;26540776700010;;;0;0;;;;;;;;;
ID;2013;540000270;HOPITAL LOCAL DE POMPEY;;540003399;04;14;1;106;PUB2;1;0;;0;26540006900018;41;54;41S0000001;54430;POMPEY;;0;;7;540003399;1;1;3;R;DE L'AVANT GARDE;;54340;POMPEY;;;;;;;;;;;;;;;;;;;265400069;26540006900018;;;0;0;;;;;;;;;
ID;2013;540000288;SOINS DE SUITE ET DE READAPTATION  LES ELIEUX;;540018710;09;73;2;109;PLU10;0;4;5;0;41073881900029;41;54;41S0000001;54498;SEICHAMPS;;0;;7;;1;1;4;R;DE LA GRANDE OZERAILLE;;54280;SEICHAMPS;;0;;;;;;;;;;;;;;;;;410738819;41073881900029;;;0;0;;;;;;;;;
ID;2013;540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;;540000106;04;13;1;355;PUB2;1;0;;0;26540014300011;41;54;41S0000001;54431;PONT-A-MOUSSON;;0;;7;540000106;1;2;;PL;COLOMBE;BP 269;54701;PONT A MOUSSON CEDEX;;;;;;;;;;;;;;;;;;;265400143;26540014300011;;;0;0;;;;;;;;;
ID;2013;540000312;CENTRE HOSPITALIER ST NICOLAS DE PORT;;540000114;04;13;1;292;PUB3;1;0;;0;26540016800018;41;54;41S0000001;54483;SAINT-NICOLAS-DE-PORT;;0;;7;540000114;1;1;3;R;DU JEU DE PAUME;;54210;ST NICOLAS DE PORT;;;;;;;;;;;;;;;;;;;265400168;26540016800018;;;0;0;;;;;;;;;
ID;2013;540000361;CLINIQUE JEANNE D'ARC;;540003928;09;73;2;128;PLU4;0;4;5;0;44306609700017;41;54;41S0000001;54329;LUNEVILLE;;0;;7;;2;1;26;R;CHARLES VUE;BP 20068;54303;LUNEVILLE CEDEX;;0;;;;;;;;;;;;;;;;;443066097;44306609700017;;;0;0;;;;;;;;;
ID;2013;540000395;MAISON  HOSPITALIERE ST CHARLES NANCY;;540000122;09;60;3;129;PNL4;6;1;1;0;77561532100012;41;54;41S0000001;54395;NANCY;;;;7;;2;1;56  B;R;DES QUATRE EGLISES;;54000;NANCY;;;;;;;;;;;;;;;;;;;775615321;77561532100012;;;0;0;;;;;;;;;
ID;2013;540000445;CLINIQUE AMBROISE PARE;;540000890;09;73;2;128;PLU4;0;4;5;0;76180001000024;41;54;41S0000001;54395;NANCY;;0;;7;;2;2;;R;AMBROISE PARE;;54100;NANCY;;1;490291655;VITALIA SANTE MCO;;;;;;;;;;;;;;;761800010;76180001000024;;;0;0;;;;;;;;;
ID;2013;540000452;CLINIQUE SAINT ANDRE;;540000908;09;73;2;365;PLU4;0;4;5;0;76380135400013;41;54;41S0000001;54547;VANDOEUVRE-LES-NANCY;;0;;7;;2;1;102;AV;JEAN JAURES;BP 13;54501;VANDOEUVRE LES NANCY CEDEX;;1;490291655;VITALIA;;;;;;;;;;;;;;;763801354;76380135400013;;;0;0;;;;;;;;;
ID;2013;540000460;CLINIQUE SAINT JEAN;;540000916;09;72;2;109;PLU10;0;4;5;0;33458062800017;41;54;41S0000001;54395;NANCY;;0;;7;;1;1;5;PL;PROVENCAL;BP 3017;54000;NANCY;;1;498807619;VITALIA DEVELOPPEMENT MCO;;;;;;;;;;;;;;;334580628;33458062800017;;;0;0;;;;;;;;;
ID;2013;540000478;SAS CLINIQUE LOUIS PASTEUR;;540003449;09;73;2;365;PLU4;0;4;5;0;44349810000017;41;54;41S0000001;54184;ESSEY-LES-NANCY;;0;;7;;2;1;7;R;PARMENTIER;CS 10099;54271;ESSEY LES NANCY CEDEX;;0;;;;;;;;;;;;;;;;;443498100;44349810000017;;;0;0;;;;;;;;;
ID;2013;540000486;POLYCLINIQUE DE GENTILLY ET SAINT DON;SITES DE GENTILLY ET SAINT DON;540000932;09;73;2;365;PLU4;0;4;5;0;76780012100018;41;54;41S0000001;54395;NANCY;;0;;7;;2;2;2;R;MARIE MARVINGT;;54100;NANCY;;1;490291655;VITALIA SANTE MCO;;;;;;;;;;;;;;;767800121;76780012100018;;;0;0;;;;;;;;;
ID;2013;540000585;MAISON DE CONVALESCENCE - FLAVIGNY;SERVICE DE SOINS DE SUITE ET DE READAPTATION;540006707;09;61;3;109;PNL10;6;1;1;0;77561531300373;41;54;41S0000001;54196;FLAVIGNY-SUR-MOSELLE;;0;;7;;1;1;46;R;DU DOYEN PARISOT;;54630;FLAVIGNY SUR MOSELLE;;0;;;;;;;;;;;;;;;;;775615313;77561531300373;;;0;0;;;;;;;;;
ID;2013;540000668;CTRE JACQUES PARISOT BAINVILLE S MADON;;540006707;09;61;3;109;PNL10;6;1;1;0;77561531300472;41;54;41S0000001;54043;BAINVILLE-SUR-MADON;;0;;7;;1;1;;R;JACQUES CALLOT;;54550;BAINVILLE SUR MADON;BP 30232  54716 LUDRES CEDEX;0;;;;;;;;;;;;;;;;;775615313;77561531300472;;;0;0;;;;;;;;;
ID;2013;540000726;CENTRE SANITAIRE -LES RIVES DU CHATEAU - BLAMONT;;750721334;09;61;3;109;PNL10;6;1;3;0;77567227206733;41;54;41S0000001;54077;BLAMONT;;0;;7;;1;1;33;R;DU CHATEAU;;54450;BLAMONT;CENTRE SANITAIRE ET MÉDICO-SOC;;;;;;;;;;;;;;;;;;775672272;77567227206733;;;0;0;;;;;;;;;
ID;2013;540000809;HOPITAL STERN CH BRIEY;;540000767;04;13;1;355;PUB2;1;0;;0;26540020000100;41;54;41S0000001;54099;BRIEY;;0;;7;540000767;1;1;4;AV;CLEMENCEAU;;54150;BRIEY;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;
ID;2013;540000858;CLINIQUE SAINT ELOI NEUVES MAISONS;;540000437;09;60;3;109;PNL10;6;1;1;0;78334791700024;41;54;41S0000001;54397;NEUVES-MAISONS;;0;;7;;1;1;5;R;ARISTIDE BRIAND;;54230;NEUVES MAISONS;;0;;;;;;;;;;;;;;;;;783347917;78334791700024;;;0;0;;;;;;;;;
ID;2013;540000973;CENTRE D'OBSERVATION ET DE CURE  - FLAVIGNY;;540006707;09;61;3;109;PNL10;6;1;1;0;77561531300415;41;54;41S0000001;54196;FLAVIGNY-SUR-MOSELLE;;0;;7;;1;1;46;R;DOYEN PARISOT;;54630;FLAVIGNY SUR MOSELLE;;0;;;;;;;;;;;;;;;;;775615313;77561531300415;;;0;0;;;;;;;;;
ID;2013;540000981;CTRE D'EDUC ET AUTODIAL MEDIC ALTIR;;540001112;07;60;3;146;PNL5;6;4;1;0;30089908500058;41;54;41S0000001;54547;VANDOEUVRE-LES-NANCY;;0;;7;540001112;1;1;;ALL;DU MORVAN;BP 50149;54504;VANDOEUVRE LES NANCY CEDEX;HOPITAUX DE BRABOIS;0;;;;;;;;;;;;;;;;;300899085;30089908500058;;;0;0;;;;;;;;;
ID;2013;540001070;CENTRE HOSPITALIER MAILLOT BRIEY;;540000767;04;13;1;355;PUB2;1;0;;0;26540020000019;41;54;41S0000001;54099;BRIEY;;0;;7;540000767;1;1;31;AV;ALBERT DE BRIEY;BP 99;54151;BRIEY CEDEX;;;;;;;;;;;;;;;;;;;265400200;26540020000019;;;0;0;;;;;;;;;
ID;2013;540001096;CH DE MT ST MARTIN (ALPHA SANTE);;570010181;09;62;3;365;PNL4;6;1;1;0;78331480000013;41;54;41S0000001;54382;MONT-SAINT-MARTIN;;0;;7;;2;1;4;R;ALFRED LABBE;;54350;MONT ST MARTIN;;0;;;;;;;;;;;;;;;;;302891114;30289111400050;;;0;0;;;;;;;;;
ID;2013;540001104;ASSOCIATION HOSPITALIERE DE JOEUF;;540000882;09;60;3;129;PNL4;6;1;1;0;78329386300016;41;54;41S0000001;54280;JOEUF;;0;;7;;2;1;26;R;SAINT ROBERT;;54240;JOEUF;;0;;;;;;;;;;;;;;;;;783293863;78329386300016;78329386300040;;0;0;;;;;;;;;
ID;2013;540001138;HOPITAL CENTRAL CHU NANCY;;540002078;04;13;1;101;PUB1;1;0;;0;26540010100019;41;54;41S0000001;54395;NANCY;;0;;7;540002078;2;1;29;AV;DE LATTRE DE TASSIGNY;CO 34;54035;NANCY CEDEX;;;;;;;;;;;;;;;;;;;265400101;26540010100019;;;1;0;;;;;;;;;
ID;2013;540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;ICL ALEXIS VAUTRIN;540003019;18;65;3;131;PNL6;6;1;2;0;78333606800029;41;54;41S0000001;54547;VANDOEUVRE-LES-NANCY;;0;;7;540003019;2;1;6;AV;DE BOURGOGNE;CS 30519;54519;VANDOEUVRE LES NANCY CEDEX;;;;;;;;;;;;;;;;;;;783336068;78333606800029;;;0;0;;;;;;;;;
ID;2013;540002698;HOPITAUX DE BRABOIS CHU NANCY;;540002078;04;13;1;101;PUB1;1;0;;0;26540010100050;41;54;41S0000001;54547;VANDOEUVRE-LES-NANCY;;0;;7;540002078;2;1;;R;DU MORVAN;;54511;VANDOEUVRE LES NANCY CEDEX;;;;;;;;;;;;;;;;;;;265400101;26540010100050;;;1;0;;;;;;;;;
ID;2013;540003043;HOPITAL SAINT JULIEN CHU NANCY;;540002078;04;13;1;101;PUB1;1;0;;0;26540010100092;41;54;41S0000001;54395;NANCY;;0;;7;540002078;2;1;71;R;DES JARDINIERS;;54000;NANCY;;;;;540001138;;540002698;;;;;;;;;;;;265400101;26540010100092;;;1;0;;;;;;;;;
ID;2013;540005196;ETAB. SOINS DE SUITE LE CHATEAU - BACCARAT;ETB SOINS DE SUITE ET DE READAPTATION;540008398;09;47;3;109;PNL10;7;4;0;0;44408080800017;41;54;41S0000001;54039;BACCARAT;;0;;7;;1;1;25  B;R;DU PARC;BP 10;54120;BACCARAT;;0;;;;;;;;;;;;;;;;;444080808;44408080800017;;;0;0;;;;;;;;;
ID;2013;540005410;USLD CIREY/VEZOUZE CH 3H SANTE;;540019007;04;14;1;362;PUB9;1;0;;0;26540648800063;41;54;41S0000001;54129;CIREY-SUR-VEZOUZE;;0;;7;540019007;1;1;62;R;POINCARE;;54480;CIREY SUR VEZOUZE;;;;;;;;;;;;;;;;;;;265406488;26540648800063;;;0;0;;;;;;;;;
ID;2013;540006459;USLD ST JULIEN CHU NANCY;;540002078;04;13;1;362;PUB9;1;0;;0;26540010100530;41;54;41S0000001;54395;NANCY;;0;;7;540002078;2;1;1;R;FOLLER;;54000;NANCY;;;;;540001138;;540002698;;;;;;;;;;;;265400101;26540010100530;;;1;0;;;;;;;;;
ID;2013;540006665;USLD BLAMONT CH 3H SANTE;;540019007;04;14;1;362;PUB9;1;0;;0;26540648800071;41;54;41S0000001;54077;BLAMONT;;0;;7;540019007;1;1;17;R;VOISE;;54450;BLAMONT;;;;;;;;;;;;;;;;;;;265406488;26540648800071;;;0;0;;;;;;;;;
ID;2013;540006780;USLD CH LUNEVILLE;;540000080;04;13;1;362;PUB9;1;0;;0;26540031700029;41;54;41S0000001;54329;LUNEVILLE;;0;;7;540000080;1;1;6;Rue;GIRARDET;BP 30206;54300;LUNEVILLE;;;;;;;;;;;;;;;;;;;265400317;26540031700011;;;0;0;;;;;;;;;
ID;2013;540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;SECTEUR 54I03;540000767;14;13;1;355;PUB2;1;0;;0;26540020000142;41;54;41S0000001;54099;BRIEY;;0;;7;540000767;1;1;;QUA;DES VIGNOTTES;;54150;BRIEY;;;;;;;;;;;;;;;;;;;265400200;26540020000142;;;0;0;;;;;;;;;
ID;2013;540008364;USLD CH TOUL;;540000049;04;13;1;362;PUB9;1;0;;0;26540018400072;41;54;41S0000001;54528;TOUL;;0;;7;540000049;1;1;;R;HOPITAL MILITAIRE;;54201;TOUL CEDEX;HOPITAL ST CHARLES CENTRE RION;;;;;;;;;;;;;;;;;;265400184;26540018400072;;;0;0;;;;;;;;;
ID;2013;540008380;CTRE D'AUTODIAL. ET UNITE MEDICALISEE;MEDIPOLE DE GENTILLY;540001112;07;60;3;146;PNL5;6;4;1;0;30089908500140;41;54;41S0000001;54357;MAXEVILLE;;0;;7;540001112;1;1;;R;BLAISE PASCAL;;54320;MAXEVILLE;ZONE ST JACQUES;0;;;;;;;;;;;;;;;;;300899085;30089908500140;;;0;0;;;;;;;;;
ID;2013;540008737;USLD CH ST NICOLAS DE PORT;;540000114;04;13;1;362;PUB9;1;0;;0;26540016800042;41;54;41S0000001;54483;SAINT-NICOLAS-DE-PORT;;0;;7;540000114;1;1;3;R;DU JEU DE PAUME;;54210;ST NICOLAS DE PORT;;;;;;;;;;;;;;;;;;;265400168;26540016800042;;;0;0;;;;;;;;;
ID;2013;540009412;CENTRE DE READAPTATION - LAY ST CHRISTOPHE;IRR;540019726;09;40;3;109;PNL10;6;1;4;0;42427340700108;41;54;41S0000001;54305;LAY-SAINT-CHRISTOPHE;;0;;7;;1;1;4;R;DU PROFESSEUR MONTAUT;;54690;LAY ST CHRISTOPHE;;1;424273407;UGECAM NORD-EST;;;;;;;;;;;;;;;424273407;42427340700108;;;0;0;;;;;;;;;
ID;2013;540009578;USLD MH ST CHARLES NANCY;;540000122;09;60;3;362;PNL9;6;1;1;0;77561532100046;41;54;41S0000001;54395;NANCY;;0;;7;;1;1;56  B;R;DES QUATRE EGLISES;;54000;NANCY;;;;;;;;;;;;;;;;;;;775615321;77561532100046;;;0;0;;;;;;;;;
ID;2013;540009586;USLD CENTRE J PARISOT BAINVILLE;;540006707;09;61;3;362;PNL9;6;1;1;0;77561531300472;41;54;41S0000001;54043;BAINVILLE-SUR-MADON;;0;;7;;1;1;78;R;JACQUES CALLOT;;54550;BAINVILLE SUR MADON;BP 30232   54716 LUDRES CEDEX;0;;;;;;;;;;;;;;;;;775615313;77561531300472;;;0;0;;;;;;;;;
ID;2013;540009701;INSTITUT REGIONAL DE READAPTATION - NANCY;IRR;540019726;09;40;3;109;PNL10;6;1;4;0;42427340700264;41;54;41S0000001;54395;NANCY;;0;;7;;1;1;75;BD;LOBAU;;54042;NANCY CEDEX;;1;424273407;UGECAM NORD-EST;;;;;;;;;;;;;;;424273407;42427340700264;;;0;0;;;;;;;;;
ID;2013;540009859;USLD LES PEUPLIERS VILLERUPT (APHA SANTE);;570010181;09;62;3;362;PNL9;6;1;1;0;30289111400191;41;54;41S0000001;54580;VILLERUPT;;0;;7;;1;1;;AV;DU 11 NOVEMBRE 1918;;54190;VILLERUPT;;0;;;;;;;;;;;;;;;;;302891114;30289111400050;;;0;0;;;;;;;;;
